time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y
29218980,0.004243347,58.11135082,0
29219010,0.00469672,60.94733531,0
29219040,0.005156039,63.76091591,0
29219070,0.005618995,66.53333062,0
29219100,0.006083596,69.24804488,0
29219130,0.006548198,71.89451511,0
29219160,0.007011579,74.46431931,0
29219190,0.007472907,76.95812406,0
29219220,0.007931681,79.37353924,0
29219250,0.008387694,81.71971696,0
29219280,0.008841005,83.99925894,0
29219310,0.009291908,86.21477997,0
29219340,0.009740897,88.37066404,0
29219370,0.010188625,90.47519013,0
29219400,0.010635873,92.53535089,0
29219430,0.011083506,94.56128376,0
29219460,0.01153245,96.558646,0
29219490,0.011983657,98.53129067,0
29219520,0.012438088,100.4838798,0
29219550,0.012896685,102.4211696,0
29219580,0.013360356,104.3494598,0
29219610,0.013829962,106.2718607,0
29219640,0.014306298,108.1954007,0
29219670,0.014790094,110.1203218,0
29219700,0.015281998,112.047724,0
29219730,0.015782581,113.9804771,0
29219760,0.016292327,115.9212593,0
29219790,0.01681164,117.8715172,0
29219820,0.017340839,119.8317864,0
29219850,0.017880163,121.8023001,0
29219880,0.018429776,123.783226,0
29219910,0.018989767,125.7745911,0
29219940,0.019560162,127.7761723,0
29219970,0.020140924,129.7874886,0
29220000,0.020731962,131.8078687,0
29220030,0.021333139,133.836522,0
29220060,0.021944272,135.8725793,0
29220090,0.022565149,137.9151116,0
29220120,0.023195527,139.9631448,0
29220150,0.023835142,142.0156796,0
29220180,0.024483714,144.0717151,0
29220210,0.025140954,146.1302689,0
29220240,0.025806567,148.1903939,0
29220270,0.02648026,150.2511896,0
29220300,0.027161741,152.3118112,0
29220330,0.027850731,154.3714765,0
29220360,0.028546957,156.4294718,0
29220390,0.029250164,158.4851556,0
29220420,0.02996011,160.5379606,0
29220450,0.030676572,162.5873938,0
29220480,0.031399345,164.6330349,0
29220510,0.032128245,166.6745344,0
29220540,0.032863104,168.71161,0
29220570,0.033603776,170.7440424,0
29220600,0.034350133,172.7716711,0
29220630,0.035102067,174.7943889,0
29220660,0.035859483,176.8121368,0
29220690,0.036622307,178.8248982,0
29220720,0.037390476,180.8326939,0
29220750,0.038163942,182.8355758,0
29220780,0.038942668,184.8336227,0
29220810,0.039726629,186.8269343,0
29220840,0.040515808,188.8156272,0
29220870,0.041310193,190.7998301,0
29220900,0.042109783,192.77968,0
29220930,0.042914577,194.7553188,0
29220960,0.043724581,196.7268896,0
29220990,0.0445398,198.6945346,0
29221020,0.045360242,200.6583923,0
29221050,0.046185917,202.6185961,0
29221080,0.047016831,204.5752718,0
29221110,0.047852992,206.5285376,0
29221140,0.048694405,208.4785021,0
29221170,0.049541072,210.4252646,0
29221200,0.050392994,212.3689142,0
29221230,0.051250185,214.3095759,0
29221260,0.052112708,216.2474818,0
29221290,0.052980673,218.1829719,0
29221320,0.053854219,220.1164253,0
29221350,0.054733484,222.0482121,0
29221380,0.055618604,223.9786834,0
29221410,0.056509716,225.9081805,0
29221440,0.057406956,227.8370252,0
29221470,0.058310456,229.7655257,0
29221500,0.059220341,231.693965,0
29221530,0.060136729,233.6225985,0
29221560,0.061059729,235.5516544,0
29221590,0.06198944,237.4813334,0
29221620,0.062925951,239.4118075,0
29221650,0.063869338,241.3432194,0
29221680,0.064819667,243.2756838,0
29221710,0.065776992,245.2092878,0
29221740,0.066741356,247.1440928,0
29221770,0.06771279,249.0801355,0
29221800,0.068691315,251.0174299,0
29221830,0.06967694,252.9559688,0
29221860,0.070669666,254.8957255,0
29221890,0.071669485,256.8366566,0
29221920,0.072676378,258.7787029,0
29221950,0.073690321,260.721792,0
29221980,0.074711282,262.6658399,0
29222010,0.075739223,264.6107525,0
29222040,0.076774098,266.5564278,0
29222070,0.07781586,268.5027569,0
29222100,0.078864454,270.4496256,0
29222130,0.079919824,272.3969157,0
29222160,0.080981909,274.3445061,0
29222190,0.082050646,276.2922737,0
29222220,0.083125969,278.2400943,0
29222250,0.084207811,280.1878433,0
29222280,0.085296103,282.1353964,0
29222310,0.086390774,284.0826297,0
29222340,0.087491754,286.0294206,0
29222370,0.08859897,287.9756478,0
29222400,0.08971235,289.9211913,0
29222430,0.090831819,291.8659328,0
29222460,0.091957303,293.8097557,0
29222490,0.093088728,295.752545,0
29222520,0.094226018,297.694187,0
29222550,0.095369098,299.6345697,0
29222580,0.096517891,301.5735824,0
29222610,0.097672319,303.5111154,0
29222640,0.098832304,305.4470602,0
29222670,0.099997768,307.3813089,0
29222700,0.101168631,309.3137542,0
29222730,0.102344812,311.2442894,0
29222760,0.103526229,313.172808,0
29222790,0.104712799,315.0992036,0
29222820,0.105904436,317.0233697,0
29222850,0.107101056,318.9451996,0
29222880,0.10830257,320.8645863,0
29222910,0.109508889,322.7814223,0
29222940,0.110719923,324.6955994,0
29222970,0.111935578,326.6070091,0
29223000,0.113155762,328.5155419,0
29223030,0.114380377,330.4210876,0
29223060,0.115609325,332.3235352,0
29223090,0.116842508,334.2227728,0
29223120,0.118079822,336.1186877,0
29223150,0.119321164,338.0111662,0
29223180,0.120566428,339.9000937,0
29223210,0.121815506,341.785355,0
29223240,0.123068289,343.6668335,0
29223270,0.124324665,345.5444123,0
29223300,0.12558452,347.4179731,0
29223330,0.126847739,349.2873973,0
29223360,0.128114202,351.1525651,0
29223390,0.129383792,353.0133561,0
29223420,0.130656385,354.8696491,0
29223450,0.131931859,356.7213222,0
29223480,0.133210087,358.5682529,0
29223510,0.134490942,360.4103177,0
29223540,0.135774295,362.2473927,0
29223570,0.137060014,364.0793535,0
29223600,0.138347966,365.9060747,0
29223630,0.139638015,367.7274305,0
29223660,0.140930024,369.5432946,0
29223690,0.142223855,371.3535401,0
29223720,0.143519366,373.1580393,0
29223750,0.144816414,374.9566642,0
29223780,0.146114855,376.7492862,0
29223810,0.147414543,378.5357762,0
29223840,0.148715328,380.3160044,0
29223870,0.150017061,382.0898406,0
29223900,0.151319589,383.8571541,0
29223930,0.152622759,385.6178136,0
29223960,0.153926415,387.3716873,0
29223990,0.155230399,389.1186429,0
29224020,0.156534551,390.8585474,0
29224050,0.157838711,392.5912676,0
29224080,0.159142715,394.3166695,0
29224110,0.160446399,396.0346188,0
29224140,0.161749595,397.7449803,0
29224170,0.163052136,399.4476187,0
29224200,0.16435385,401.1423979,0
29224230,0.165654566,402.8291815,0
29224260,0.166954109,404.5078323,0
29224290,0.168252305,406.1782128,0
29224320,0.169548976,407.8401848,0
29224350,0.170843942,409.4936098,0
29224380,0.172137022,411.1383487,0
29224410,0.173428035,412.7742617,0
29224440,0.174716796,414.4012089,0
29224470,0.176003118,416.0190495,0
29224500,0.177286814,417.6276424,0
29224530,0.178567695,419.226846,0
29224560,0.179845569,420.8165183,0
29224590,0.181120245,422.3965167,0
29224620,0.182391528,423.9666982,0
29224650,0.183659222,425.5269193,0
29224680,0.18492313,427.0770361,0
29224710,0.186183053,428.6169043,0
29224740,0.187438792,430.1463792,0
29224770,0.188690143,431.6653155,0
29224800,0.189936905,433.1735677,0
29224830,0.191178939,434.6710912,0
29224860,0.192416296,436.1580959,0
29224890,0.193649235,437.6350387,0
29224920,0.194878112,439.1024806,0
29224950,0.196103298,440.5609812,0
29224980,0.197325158,442.0110847,0
29225010,0.198544069,443.4533305,0
29225040,0.199760407,444.8882503,0
29225070,0.200974545,446.3163574,0
29225100,0.202186842,447.7381392,0
29225130,0.203397637,449.1540516,0
29225160,0.204607249,450.5645151,0
29225190,0.20581597,451.9699127,0
29225220,0.207024066,453.3705894,0
29225250,0.208231774,454.7668517,0
29225280,0.209439304,456.1589688,0
29225310,0.210646839,457.5471734,0
29225340,0.211854532,458.9316636,0
29225370,0.213062513,460.3126053,0
29225400,0.214270887,461.690135,0
29225430,0.215479735,463.0643617,0
29225460,0.216689121,464.4353709,0
29225490,0.217899087,465.8032266,0
29225520,0.219109661,467.1679744,0
29225550,0.220320856,468.5296443,0
29225580,0.221532675,469.8882532,0
29225610,0.222745108,471.2438076,0
29225640,0.223958139,472.5963054,0
29225670,0.225171744,473.9457381,0
29225700,0.226385895,475.2920928,0
29225730,0.227600562,476.6353534,0
29225760,0.228815708,477.9755024,0
29225790,0.230031301,479.3125215,0
29225820,0.231247304,480.6463931,0
29225850,0.232463682,481.9771006,0
29225880,0.233680402,483.3046294,0
29225910,0.23489743,484.628967,0
29225940,0.236114738,485.9501033,0
29225970,0.237332295,487.268031,0
29226000,0.238550077,488.5827456,0
29226030,0.239768059,489.8942451,0
29226060,0.24098622,491.2025303,0
29226090,0.242204541,492.5076045,0
29226120,0.243423005,493.8094733,0
29226150,0.244641597,495.1081443,0
29226180,0.245860303,496.4036272,0
29226210,0.247079113,497.695933,0
29226240,0.248298017,498.9850743,0
29226270,0.249517006,500.2710648,0
29226300,0.250736072,501.5539191,0
29226330,0.251955208,502.8336526,0
29226360,0.253174409,504.110281,0
29226390,0.25439367,505.3838205,0
29226420,0.255612985,506.6542875,0
29226450,0.256832349,507.9216983,0
29226480,0.258051759,509.1860693,0
29226510,0.259271209,510.4474165,0
29226540,0.260490696,511.7057559,0
29226570,0.261710215,512.9611031,0
29226600,0.26292976,514.2134734,0
29226630,0.264149327,515.4628796,0
29226660,0.265368901,516.7093252,0
29226690,0.266588451,517.9527952,0
29226720,0.267807926,519.1932509,0
29226750,0.269027253,520.4306309,0
29226780,0.270246338,521.664855,0
29226810,0.271465074,522.8958283,0
29226840,0.27268334,524.1234436,0
29226870,0.273901003,525.3475827,0
29226900,0.275117921,526.568119,0
29226930,0.276333941,527.7849191,0
29226960,0.277548908,528.9978451,0
29226990,0.278762657,530.2067564,0
29227020,0.279975026,531.4115113,0
29227050,0.281185846,532.6119685,0
29227080,0.282394951,533.8079882,0
29227110,0.283602176,534.9994332,0
29227140,0.284807356,536.1861696,0
29227170,0.286010329,537.3680676,0
29227200,0.287210936,538.5450018,0
29227230,0.288409023,539.7168518,0
29227260,0.289604439,540.8835018,0
29227290,0.290797034,542.0448413,0
29227320,0.291986667,543.2007647,0
29227350,0.293173198,544.351171,0
29227380,0.294356492,545.495964,0
29227410,0.295536416,546.6350517,0
29227440,0.296712842,547.768346,0
29227470,0.297885645,548.8957625,0
29227500,0.299054704,550.0172202,0
29227530,0.300219898,551.1326409,0
29227560,0.301381109,552.2419488,0
29227590,0.302538223,553.3450704,0
29227620,0.303691126,554.4419343,0
29227650,0.304839704,555.5324701,0
29227680,0.305983847,556.6166092,0
29227710,0.307123444,557.6942837,0
29227740,0.308258384,558.7654262,0
29227770,0.309388559,559.8299704,0
29227800,0.310513857,560.8878498,0
29227830,0.31163417,561.9389984,0
29227860,0.312749387,562.9833502,0
29227890,0.313859399,564.020839,0
29227920,0.314964095,565.0513986,0
29227950,0.316063364,566.0749626,0
29227980,0.317157094,567.0914644,0
29228010,0.318245174,568.1008371,0
29228040,0.319327492,569.1030134,0
29228070,0.320403933,570.0979258,0
29228100,0.321474385,571.0855066,0
29228130,0.322538734,572.0656877,0
29228160,0.323596865,573.0384009,0
29228190,0.324648664,574.0035776,0
29228220,0.325694014,574.961149,0
29228250,0.3267328,575.9110464,0
29228280,0.327764906,576.8532008,0
29228310,0.328790215,577.7875428,0
29228340,0.329808611,578.7140035,0
29228370,0.330819993,579.6325328,0
29228400,0.331824302,580.5431239,0
29228430,0.332821481,581.4457585,0
29228460,0.33381131,582.3402404,0
29228490,0.33479322,583.2260217,0
29228520,0.335766247,584.1021833,0
29228550,0.336729204,584.9676258,0
29228580,0.337680929,585.8213114,0
29228610,0.338620413,586.6623647,0
29228640,0.339546758,587.490025,0
29228670,0.340459102,588.3035711,0
29228700,0.341356594,589.1022974,0
29228730,0.34223841,589.8855294,0
29228760,0.343103775,590.6526425,0
29228790,0.343951965,591.403066,0
29228820,0.344782306,592.1362759,0
29228850,0.345594168,592.851788,0
29228880,0.346386955,593.549153,0
29228910,0.347160094,594.2279359,0
29228940,0.347912965,594.8876488,0
29228970,0.348644813,595.5276636,0
29229000,0.349354725,596.1472108,0
29229030,0.350041775,596.7455299,0
29229060,0.350705265,597.3221042,0
29229090,0.351344941,597.8768554,0
29229120,0.351961114,598.4102401,0
29229150,0.352554683,598.923264,0
29229180,0.353127115,599.4174463,0
29229210,0.353680373,599.8947349,0
29229240,0.354216768,600.3573635,0
29229270,0.354738755,600.8076436,0
29229300,0.355248659,601.2477039,0
29229330,0.355748416,601.6792615,0
29229360,0.356239479,602.1035636,0
29229390,0.356722924,602.5215075,0
29229420,0.35719961,602.9337968,0
29229450,0.357670255,603.3410081,0
29229480,0.358135419,603.7435757,0
29229510,0.358595476,604.1417669,0
29229540,0.359050618,604.5356858,0
29229570,0.359500874,604.9252984,0
29229600,0.359946143,605.3104583,0
29229630,0.36038621,605.6909263,0
29229660,0.360820764,606.0663849,0
29229690,0.361249414,606.4364526,0
29229720,0.361671703,606.800698,0
29229750,0.362087126,607.1586546,0
29229780,0.362495145,607.5098327,0
29229810,0.362895197,607.8537311,0
29229840,0.363286712,608.1898461,0
29229870,0.363669118,608.5176791,0
29229900,0.364041852,608.8367438,0
29229930,0.364404361,609.1465707,0
29229960,0.364756117,609.4467118,0
29229990,0.365096612,609.7367433,0
29230020,0.365425365,610.016267,0
29230050,0.365741924,610.2849123,0
29230080,0.366045868,610.5423355,0
29230110,0.366336802,610.78822,0
29230140,0.366614363,611.0222754,0
29230170,0.366878216,611.244236,0
29230200,0.367128053,611.4538596,0
29230230,0.367363529,611.6508591,0
29230260,0.367584061,611.8346925,0
29230290,0.367788519,612.0042892,0
29230320,0.367975041,612.1578984,0
29230350,0.368141052,612.293131,0
29230380,0.368283412,612.4071074,0
29230410,0.368398557,612.4965883,0
29230440,0.368482584,612.5580554,0
29230470,0.368531315,612.5877682,0
29230500,0.368540368,612.5818258,0
29230530,0.368505006,612.535981,0
29230560,0.368418849,612.4442741,0
29230590,0.368271876,612.2972315,0
29230620,0.368050254,612.0820487,0
29230650,0.367739462,611.785751,0
29230680,0.367328859,611.3993774,0
29230710,0.366813927,610.9196648,0
29230740,0.366194645,610.3472009,0
29230770,0.365472195,609.683349,0
29230800,0.364647028,608.9285879,0
29230830,0.363718933,608.0826807,0
29230860,0.36268785,607.1454605,0
29230890,0.361554323,606.1172423,0
29230920,0.360319455,604.9987842,0
29230950,0.358984742,603.7911246,0
29230980,0.357551971,602.495501,0
29231010,0.356023204,601.113338,0
29231040,0.354400746,599.6462285,0
29231070,0.35268707,598.0958638,0
29231100,0.350884697,596.4639244,0
29231130,0.348996059,594.751953,0
29231160,0.347023354,592.9612251,0
29231190,0.344968442,591.0926572,0
29231220,0.342832832,589.14681,0
29231250,0.340617779,587.1239859,0
29231280,0.338324394,585.0243421,0
29231310,0.335953722,582.8479501,0
29231340,0.333506747,580.5948044,0
29231370,0.330984395,578.2648243,0
29231400,0.328387558,575.8578726,0
29231430,0.325717124,573.3737863,0
29231460,0.322974008,570.8124034,0
29231490,0.320159174,568.1735838,0
29231520,0.31727365,565.4572248,0
29231550,0.314318544,562.6632745,0
29231580,0.311295059,559.7917448,0
29231610,0.308204498,556.8427221,0
29231640,0.305048277,553.816375,0
29231670,0.301827927,550.7129614,0
29231700,0.298545095,547.5328319,0
29231730,0.29520155,544.2764326,0
29231760,0.291799173,540.9443066,0
29231790,0.288339963,537.5370938,0
29231820,0.284826025,534.05553,0
29231850,0.281259572,530.5004451,0
29231880,0.277642912,526.8727608,0
29231910,0.273978447,523.1734874,0
29231940,0.270268661,519.4037213,0
29231970,0.266516117,515.5646413,0
29232000,0.262723447,511.6575051,0
29232030,67.36294834,8418.855892,0
29232060,63.56998528,7545.461744,0
29232090,57.55085368,6670.308627,0
29232120,51.43626999,5896.056058,0
29232150,45.78860339,5237.935022,0
29232180,40.80152246,4689.381403,0
29232210,36.50275355,4236.717734,0
29232240,32.84826875,3865.119885,0
29232270,29.76792565,3560.927453,0
29232300,27.18547755,3312.298514,0
29232330,25.0279667,3109.292781,0
29232360,23.2296544,2943.698197,0
29232390,21.73319675,2808.761724,0
29232420,20.48935972,2698.929101,0
29232450,19.45620198,2609.621862,0
29232480,18.59818559,2537.063644,0
29232510,17.88520445,2478.097208,0
29232540,17.2922,2430.155393,0
29232570,16.79739856,2391.008519,0
29232600,16.38286713,2358.862179,0
29232630,16.03335137,2332.200614,0
29232660,15.73601451,2309.768594,0
29232690,15.48019284,2290.543832,0
29232720,15.25688715,2273.675278,0
29232750,15.05872995,2258.487065,0
29232780,14.87965616,2244.437713,0
29232810,14.71471174,2231.09967,0
29232840,14.56000235,2218.154064,0
29232870,14.41246078,2205.363452,0
29232900,14.26963301,2192.548841,0
29232930,6.007476595,1246.537617,0
29232960,5.57656434,1219.11895,0
29232990,5.308302966,1208.278969,0
29233020,5.146580892,1209.070132,0
29233050,5.066591257,1218.742008,0
29233080,5.049078233,1234.960799,0
29233110,5.078631867,1255.716066,0
29233140,5.142493658,1279.266204,0
29233170,5.229908025,1304.115337,0
29233200,5.33159863,1328.981983,0
29233230,5.439704875,1352.818851,0
29233260,5.547529152,1374.78286,0
29233290,5.649604547,1394.246272,0
29233320,5.741606098,1410.77463,0
29233350,5.820466095,1424.13275,0
29233380,5.884058272,1434.2261,0
29233410,5.931295689,1441.106019,0
29233440,5.961954713,1444.931656,0
29233470,5.976445346,1445.930837,0
29233500,5.975656578,1444.376265,0
29233530,5.960848832,1440.568852,0
29233560,5.933516126,1434.818427,0
29233590,5.895258015,1427.429839,0
29233620,5.847719214,1418.695034,0
29233650,5.792498971,1408.8843,0
29233680,5.731115446,1398.243338,0
29233710,5.664966618,1386.990359,0
29233740,5.595304875,1375.315084,0
29233770,5.523243052,1363.380603,0
29233800,5.449720475,1351.322022,0
29233830,5.375553535,1339.252298,0
29233860,5.301396857,1327.260184,0
29233890,5.22778232,1315.414735,0
29233920,5.155122062,1303.766937,0
29233950,5.08372478,1292.35272,0
29233980,5.013810344,1281.195281,0
29234010,4.945523735,1270.307008,0
29234040,4.878950305,1259.692052,0
29234070,4.81411859,1249.347153,0
29234100,4.751018754,1239.264916,0
29234130,4.689615189,1229.433752,0
29234160,4.629850127,1219.839601,0
29234190,4.571649543,1210.46669,0
29234220,4.514926794,1201.298088,0
29234250,4.459588366,1192.316498,0
29234280,4.405538356,1183.504849,0
29234310,4.352681595,1174.846709,0
29234340,4.300925858,1166.326558,0
29234370,4.250183464,1157.929972,0
29234400,4.200372403,1149.643745,0
29234430,4.151417069,1141.455945,0
29234460,4.103248664,1133.355928,0
29234490,4.055805332,1125.334317,0
29234520,4.009032069,1117.382951,0
29234550,3.962880478,1109.49481,0
29234580,3.917308402,1101.663929,0
29234610,3.872279469,1093.885307,0
29234640,3.82776259,1086.154801,0
29234670,3.783731431,1078.469033,0
29234700,3.74016388,1070.825286,0
29234730,3.697041518,1063.221414,0
29234760,3.65434912,1055.655756,0
29234790,3.61207418,1048.127052,0
29234820,3.570206481,1040.63437,0
29234850,3.528737699,1033.177046,0
29234880,3.487661048,1025.754622,0
29234910,3.446970977,1018.366798,0
29234940,3.406662898,1011.013391,0
29234970,3.366732955,1003.694299,0
29235000,3.327177838,996.4094735,0
29235030,3.287994622,989.1588939,0
29235060,3.249180637,981.942552,0
29235090,3.210733373,974.7604376,0
29235120,3.172650396,967.6125287,0
29235150,3.134929301,960.4987854,0
29235180,3.097567666,953.4191467,0
29235210,3.06056303,946.3735286,0
29235240,3.023912885,939.3618254,0
29235270,2.987611056,932.3828227,0
29235300,2.951630981,925.4289535,0
29235330,2.91586485,918.4718261,0
29235360,2.880125278,911.4674836,0
29235390,2.844255588,904.3845848,0
29235420,2.808235166,897.2251782,0
29235450,2.772138249,890.0092209,0
29235480,2.736035645,882.7535893,0
29235510,2.699989147,875.4730844,0
29235540,2.664062017,868.1820856,0
29235570,2.628312782,860.8934485,0
29235600,2.592790338,853.6180897,0
29235630,1.218365673,531.5327482,0
29235660,1.092779471,502.5480494,0
29235690,1.000041821,480.9117926,0
29235720,0.930551013,465.0521795,0
29235750,0.879827098,454.1505974,0
29235780,0.844421336,447.5150205,0
29235810,0.821688588,444.5574857,0
29235840,0.809616387,444.792668,0
29235870,0.806713369,447.8253794,0
29235900,0.811579532,453.1932009,0
29235930,0.822827199,460.4056625,0
29235960,0.839253929,469.0185621,0
29235990,0.859746126,478.6125653,0
29236020,0.883260083,488.7977013,0
29236050,0.908798087,499.2126851,0
29236080,0.935409061,509.5290845,0
29236110,0.96219135,519.4540293,0
29236140,0.988314296,528.7355643,0
29236170,1.013015806,537.1616318,0
29236200,1.035643521,544.5669287,0
29236230,1.055642773,550.8267171,0
29236260,1.072572482,555.8565515,0
29236290,1.086127115,559.6157609,0
29236320,1.096118255,562.0979171,0
29236350,1.102465907,563.3256791,0
29236380,1.105211085,563.3542929,0
29236410,1.104474971,562.2537174,0
29236440,1.100437235,560.1043902,0
29236470,1.093363166,557.0096413,0
29236500,1.083551454,553.0752696,0
29236530,1.071326957,548.4099511,0
29236560,1.05703009,543.1226024,0
29236590,1.041000604,537.3191511,0
29236620,1.023568998,531.1008278,0
29236650,1.005056211,524.5649933,0
29236680,0.985746287,517.7926653,0
29236710,0.965842363,510.8380391,0
29236740,0.945533821,503.7544061,0
29236770,0.92499773,496.5911624,0
29236800,0.904376058,489.3880848,0
29236830,0.883800598,482.1812241,0
29236860,0.86336411,474.9965357,0
29236890,0.843150211,467.8565708,0
29236920,0.823216775,460.7767872,0
29236950,0.803609484,453.7690933,0
29236980,0.784359902,446.8413093,0
29237010,0.765486547,439.9974022,0
29237040,0.746997522,433.2382418,0
29237070,0.728892769,426.5622534,0
29237100,0.711165817,419.9659306,0
29237130,0.693805265,413.4442738,0
29237160,0.676796096,406.9911792,0
29237190,0.660120809,400.5997817,0
29237220,0.64376039,394.2627521,0
29237250,0.62769512,387.9725511,0
29237280,0.611905242,381.7216425,0
29237310,0.596371499,375.5026691,0
29237340,0.581075555,369.308593,0
29237370,0.566000316,363.1328049,0
29237400,0.551130153,356.9692066,0
29237430,0.536451048,350.8122614,0
29237460,0.521950653,344.6570135,0
29237490,0.507616253,338.4976153,0
29237520,0.493415603,332.3151952,0
29237550,0.479267833,326.06645,0
29237580,0.465106208,319.7210274,0
29237610,0.450929788,313.280267,0
29237640,0.436752457,306.7501805,0
29237670,0.422589627,300.1371341,0
29237700,0.408458749,293.4482293,0
29237730,0.39437884,286.6910777,0
29237760,0.380369241,279.8735338,0
29237790,0.366449501,273.0034418,0
29237820,0.352637856,266.0879913,0
29237850,0.338952857,259.1348694,0
29237880,0.325412201,252.1515018,0
29237910,0.312032629,245.1450549,0
29237940,0.298829626,238.1223054,0
29237970,0.285817366,231.0895968,0
29238000,0.273008715,224.0528506,0
29238030,0.260415231,217.0175666,0
29238060,0.248047204,209.9888275,0
29238090,0.235913705,202.9713135,0
29238120,0.224022669,195.9693257,0
29238150,0.212380992,188.9868174,0
29238180,0.200994632,182.0274308,0
29238210,0.189868722,175.0945383,0
29238240,0.179007685,168.1912853,0
29238270,0.168415345,161.3206367,0
29238300,0.158095044,154.4854236,0
29238330,0.148049749,147.6883913,0
29238360,0.138282162,140.9322486,0
29238390,0.128794824,134.2197163,0
29238420,0.119590215,127.5535773,0
29238450,0.110670852,120.9367266,0
29238480,0.102039388,114.3722229,0
29238510,0.093698703,107.8633411,0
29238540,0.085652002,101.413627,0
29238570,0.077902915,95.02695401,0
29238600,0.070455599,88.70758489,0
29238630,0.063314847,82.46023658,0
29238660,0.056486211,76.29015187,0
29238690,0.049976134,70.20317827,0
29238720,0.043792096,64.20583936,0
29238750,0.037942804,58.30548307,0
29238780,0.032438389,52.5103642,0
29238810,0.027290635,46.82976244,0
29238840,0.022513265,41.27413616,0
29238870,0.018122291,35.85531337,0
29238900,0.014136419,30.58671926,0
29238930,0.010577538,25.48357598,0
29238960,0.007471351,20.56340705,0
29238990,0.004848106,15.84635322,0
29239020,0.002743502,11.35565144,0
29239050,0.00119984,7.118396581,0
29239080,0.000267467,3.166495346,0
29239110,3.55E-07,0.110618076,0
29239140,4.37E-13,0.000121837,0
29239170,4.17E-15,0,3.54E-06
29239200,6.03E-18,4.45E-07,0
29239230,9.46E-20,5.53E-08,0
29239260,4.58E-22,3.81E-09,0
29239290,1.15E-20,0,5.67E-09
29239320,4.64E-23,0,3.56E-10
29239350,1.27E-22,0,5.83E-10
29239380,4.66E-25,0,3.48E-11
29239410,2.15E-20,0,7.40E-09
29239440,4.17E-25,0,3.21E-11
29239470,2.15E-21,0,2.28E-09
29239500,6.80E-22,4.20E-09,0
29239530,3.63E-21,0,2.87E-09
29239560,5.92E-22,3.81E-09,0
29239590,5.82E-21,0,3.52E-09
29239620,2.00E-22,0,6.43E-10
29239650,1.31E-23,0,1.62E-10
29239680,1.17E-23,0,1.50E-10
29239710,4.59E-22,3.08E-09,0
29239740,1.35E-24,0,4.92E-11
29239770,1.84E-26,1.88E-11,0
29239800,1.89E-28,1.87E-12,0
29239830,1.47E-27,5.11E-12,0
29239860,1.51E-24,1.60E-10,0
29239890,3.44E-23,0,2.24E-10
29239920,5.54E-24,0,8.81E-11
29239950,3.35E-23,7.06E-10,0
29239980,6.41E-23,9.54E-10,0
29240010,5.54E-24,2.74E-10,0
29240040,9.21E-26,0,1.03E-11
29240070,3.16E-26,0,5.90E-12
29240100,5.05E-27,7.65E-12,0
29240130,1.44E-27,3.98E-12,0
29240160,2.74E-29,0,1.60E-13
29240190,2.41E-29,0,1.46E-13
29240220,3.44E-31,5.63E-14,0
29240250,5.45E-31,6.88E-14,0
29240280,9.67E-34,0,8.42E-16
29240310,1.01E-32,0,2.64E-15
29240340,5.45E-37,0,1.87E-17
29240370,1.92E-34,1.13E-15,0
29240400,7.79E-37,6.92E-17,0
29240430,3.39E-36,0,4.17E-17
29240460,4.75E-38,0,4.74E-18
29240490,5.80E-38,1.68E-17,0
29240520,1.83E-39,2.85E-18,0
29240550,9.41E-40,0,5.85E-19
29240580,5.58E-41,0,1.36E-19
29240610,1.45E-41,2.20E-19,0
29240640,1.50E-42,6.69E-20,0
29240670,2.10E-43,0,7.11E-21
29240700,3.23E-46,8.75E-22,0
29240730,5.69E-47,0,1.03E-22
29240760,1.23E-48,4.73E-23,0
29240790,6.43E-50,1.01E-23,0
29240820,1.54E-50,4.54E-24,0
29240850,1.02E-49,0,3.23E-24
29240880,1.87E-50,4.18E-24,0
29240910,3.83E-51,1.70E-24,0
29240940,3.47E-53,1.44E-25,0
29240970,4.16E-54,0,1.31E-26
29241000,5.58E-55,0,4.11E-27
29241030,2.54E-57,0,2.31E-28
29241060,8.41E-58,3.54E-28,0
29241090,7.83E-59,8.10E-29,0
29241120,1.15E-61,2.07E-30,0
29241150,1.59E-61,0,3.61E-31
29241180,1.06E-62,4.14E-33,0
29241210,4.27E-67,2.03E-33,0
29241240,2.84E-65,0,9.84E-33
29241270,1.36E-66,0,3.23E-33
29241300,1.24E-69,4.33E-34,0
29241330,4.83E-69,1.06E-33,0
29241360,1.66E-70,2.37E-34,0
29241390,9.15E-73,0,6.15E-36
29241420,7.89E-73,0,6.52E-36
29241450,1.90E-74,0,1.14E-36
29241480,3.22E-76,5.48E-37,0
29241510,1.24E-76,3.74E-37,0
29241540,1.99E-78,5.15E-38,0
29241570,8.56E-80,0,3.48E-39
29241600,1.88E-80,0,1.75E-39
29241630,1.83E-82,0,1.85E-40
29241660,1.94E-83,2.15E-40,0
29241690,2.73E-84,8.54E-41,0
29241720,1.35E-86,6.36E-42,0
29241750,3.99E-87,0,1.09E-42
29241780,3.83E-88,0,3.56E-43
29241810,6.31E-91,0,1.52E-44
29241840,7.59E-91,5.80E-44,0
29241870,5.14E-92,1.58E-44,0
29241900,3.23E-96,1.30E-46,0
29241930,1.36E-94,0,2.64E-46
29241960,6.59E-96,0,6.04E-47
