time,reaQHea_y
752160,5640.063212083247
752190,5628.893250025056
752220,5618.8087422986555
752250,5609.40982140352
752280,5600.551150990438
752310,5592.125728611607
752340,5583.884462540275
752370,5575.815211626237
752400,5567.802982115019
752430,5559.805285558424
752460,5551.756080849946
752490,5543.616262197621
752520,5535.345524092478
752550,5526.911882267267
752580,5518.282547469555
752610,5509.426053164867
752640,5500.315100407211
752670,5490.925381466478
752700,5481.192037897253
752730,5468.486324261095
752760,5447.99175149565
752790,5421.33350041437
752820,5390.462282764978
752850,5356.5322708705935
752880,5320.357600654727
752910,5282.483661396345
752940,5243.2699890335925
752970,5202.954447930519
753000,5161.697053864282
753030,5119.6066088260795
753060,5076.752712319763
753090,5033.181713706249
753120,4988.92417293435
753150,4943.998418348138
753180,4898.417667488372
753210,4852.192131966794
753240,4805.3265022164005
753270,4757.822898411923
753300,4709.685078941021
753330,4660.8921967690485
753360,4611.49290502348
753390,4561.462837418286
753420,4510.803248598177
753450,4459.516814231607
753480,4407.605886547663
753510,4355.072012278426
753540,4301.917248026255
753570,4248.447266183201
753600,5449.580538174999
753630,12544.890182942288
753660,33913.872365643096
753690,79326.93328963021
753720,144940.478726827
753750,213607.581296753
753780,277122.09193980077
753810,333193.986073207
753840,379948.9887499562
753870,416370.84254027606
753900,441862.93404112244
753930,456219.24989049253
753960,459808.0770110261
753990,452875.9658382571
754020,435344.0771110169
754050,407349.07448899245
754080,369669.4511934537
754110,323608.26055262936
754140,271784.3968713892
754170,218594.70005927596
754200,168424.06666107615
754230,124023.03387494593
754260,87218.17956317047
754290,58792.08739689107
754320,38527.74546798563
754350,25288.42212813346
754380,17319.462049314894
754410,12983.070512834134
754440,10428.827937898948
754470,8692.053577850324
754500,7447.082476908784
754530,6514.432817350403
754560,5792.35331496589
754590,5220.621297219316
754620,4761.592312417862
754650,4390.204734331831
754680,4087.9683392965076
754710,3841.137324005555
754740,3639.2242594845557
754770,3473.923370866402
754800,3338.4285033873507
754830,3227.147658133836
754860,3135.574344709752
754890,3060.099577759802
754920,2997.797375178388
754950,2946.26170100027
754980,3031.1554103744866
755010,4001.7531746050827
755040,6999.6061882795175
755070,13702.212384977967
755100,26152.389763874915
755130,871149.6069711366
755160,868250.470849083
755190,861798.3091324053
755220,851929.0365185576
755250,838588.6810538227
755280,821747.2193073005
755310,801526.6499500329
755340,778220.0722457136
755370,752258.6190289775
755400,724138.5763210274
755430,694334.6934282017
755460,663213.7633795645
755490,630937.3620585691
755520,597345.5940099014
755550,561798.893294491
755580,522945.49275655684
755610,478181.7209797407
755640,421239.30544900603
755670,336789.48233990266
755700,208292.4801844059
755730,88695.35192017844
755760,25030.466734331705
755790,12881.013279870413
755820,10203.16673717472
755850,8371.891369572637
755880,7079.933494172853
755910,6134.830968383199
755940,5418.46341533874
755970,4857.657238096125
756000,4406.9008264379245
756030,4037.21048196874
756060,3728.777931117853
756090,3469.4493271855245
756120,3249.697515801405
756150,3062.315175342674
756180,2901.9516937298627
756210,2764.4334420762816
756240,2646.3279992077
756270,2544.771892426747
756300,2457.3906928178085
756330,2382.2004053510727
756360,2317.512836215578
756390,2261.8795634647663
756420,2214.059765885747
756450,2172.9929460576786
756480,2137.7714402319953
756510,2107.6156337907846
756540,2081.8540743929584
756570,2059.907734409305
756600,2041.276833040582
756630,2025.5293975535562
756660,2012.2914132202511
756690,2001.238502915685
756720,1992.0889284211798
756750,1984.5976499085718
756780,1978.5512464546302
756810,1973.7635692358233
756840,1970.0720320566495
756870,1967.3344449082033
756900,1965.4265662477612
756930,1964.254418684974
756960,1963.682627006355
756990,1963.6464848992414
757020,1964.0521725117023
757050,1960.5297810049813
757080,1943.9499519110857
757110,1916.179437860296
757140,1879.6042449904353
757170,1836.129766381536
757200,1787.2750978947506
757230,1734.2261502320446
757260,1677.8743768108059
757290,1618.9183498662558
757320,1557.909211066712
757350,1495.284913443184
757380,1431.388121213675
757410,1366.4854195749983
757440,1300.7893832901682
757470,1234.4767259099428
757500,1167.6972802250793
757530,1100.5799109983902
757560,1033.239329420199
757590,965.7844398001108
757620,898.3232462774473
757650,830.9664210523313
757680,763.8382448910769
757710,697.0972570551153
757740,630.9140957568859
757770,565.429204562367
757800,500.765978934372
757830,437.28402796070844
757860,375.25239992595897
757890,315.0581312046887
757920,257.17964910475524
757950,202.23942073110305
757980,151.0521582311578
758010,104.67758517413598
758040,282.85519369719754
758070,2383.824216814479
758100,14115.39285010665
758130,51787.33138029511
758160,120087.61262339113
758190,196067.1898879947
758220,263787.8758573126
758250,324590.59780420916
758280,377269.90462314145
758310,419480.90258557885
758340,450080.2989098131
758370,468863.3048477339
758400,475820.5386716686
758430,471189.72732090106
758460,455024.44372746017
758490,427516.0951456129
758520,389128.3236568704
758550,340987.3611016044
758580,285593.33709009073
758610,228406.29003651981
758640,173789.33653200837
758670,124561.41949934648
758700,82859.41251266687
758730,49905.6313084695
758760,25983.60727484208
758790,10560.480566933493
758820,2408.6993080451557
758850,38.797314506173144
758880,38.78939582182023
758910,38.781483175407665
758940,38.77359020503551
758970,38.76568482845732
759000,38.75779061120069
759030,38.7498997287845
759060,38.74200860919793
759090,38.73412217198645
759120,38.726240242082994
759150,38.718362874631
759180,38.710486904503384
759210,38.70261522325147
759240,38.69474718949801
759270,38.68688166450395
759300,38.679019872132706
759330,38.67116194997523
759360,38.6633078739397
759390,38.65545763813704
759420,323.73321839743426
759450,2726.826386384691
759480,8106.621505074355
759510,17184.251222133047
759540,30715.83067415072
759570,49476.87807934775
759600,74006.03099170829
759630,896762.8354685288
759660,891264.639240438
759690,882949.9397089406
759720,871468.5840656831
759750,856545.3228974368
759780,838030.3164851745
759810,816011.591631513
759840,790815.154603366
759870,762944.9489349914
759900,732987.3388371542
759930,701507.2312206295
759960,668951.5865722105
759990,635551.4370895033
760020,601210.4906177935
760050,565356.632230225
760080,526704.575141387
760110,482895.43887460046
760140,427953.3140963784
760170,347308.65117985563
760200,218267.39257446
760230,89532.36507718153
760260,14847.533530156237
760290,23.2746205387373
760320,23.270512640635463
760350,23.266166546911077
760380,23.261818158041255
760410,23.257472068064484
760440,23.253128170976847
760470,23.248786493547016
760500,23.24444705290693
760530,23.24010988332049
760560,23.235774964978877
760590,23.231442330539863
760620,23.227111993387783
760650,23.22278396958384
760680,23.21845827197699
760710,23.214134915022314
760740,23.209813911033393
760770,23.205495272859196
760800,23.201179012813306
760830,23.196865142673932
760860,23.19255367368392
760890,23.188244616550733
760920,23.183937983052584
760950,23.179633782826194
760980,23.17533202657903
761010,23.171032723412438
761040,23.166735882963135
761070,23.162441515403216
761100,23.158149628763283
761130,23.153860232680056
761160,23.14957333464876
761190,23.145288943770737
761220,23.14100706754122
761250,23.13672771452618
761280,23.1324508911501
761310,23.128176605978947
761340,23.123904865437204
761370,23.119635676484727
761400,23.11536904661674
761430,23.11110502294609
761460,23.10684353373276
761490,23.102584621806614
761520,23.09832829359213
761550,23.094074554978413
761580,23.089823411854574
761610,23.085574870109717
761640,23.08132893402683
761670,23.077085611101136
761700,23.072844905080252
761730,23.06860682238866
761760,23.064371367309338
761790,23.06013854519603
761820,23.05590836033171
761850,23.051680816999376
761880,23.04745592108813
761910,23.04323367527484
761940,23.039014084913237
761970,23.034797153750937
762000,23.03058288607092
762030,23.02637128562081
762060,23.022162356683587
762090,23.01795610247149
762120,23.013752527267506
762150,23.009551633748504
762180,23.005353426197473
762210,23.00115790836202
762240,22.996965082383642
762270,22.992774952009952
762300,22.98858752098856
762330,22.984402823583363
762360,22.980220801974042
762390,22.976041487212246
762420,22.971864882510218
762450,22.967690991615573
762480,22.9635198166698
762510,22.95935136088514
762540,22.955185625867713
762570,22.951022615365133
762600,22.946862331518897
762630,22.942704777005865
762660,22.938549953432158
762690,22.93439786401002
762720,22.93024851034557
762750,22.92610189511567
762780,22.921958019391074
762810,22.917816886384017
762840,22.913678498235992
762870,22.909542855482375
762900,22.9054099613354
762930,22.901279817401196
762960,22.89715242582125
762990,22.89302778713094
763020,22.8889059045425
763050,22.88478677859131
763080,22.880670411418855
763110,22.876556804631264
763140,22.87244595983465
763170,22.868337878635135
763200,22.86423256210347
763230,22.86013004289742
763260,22.856030262125927
763290,22.85193324976989
763320,22.847839006900063
763350,22.843747535657933
763380,22.839658837649623
763410,22.835572912875133
763440,22.831489764011327
763470,22.827409391058207
763500,22.823331795621897
763530,22.81925697930851
763560,22.815184942118048
763590,22.811115685656635
763620,22.807049210995014
763650,22.802985518668557
763680,22.798924609748017
763710,22.79486648530413
763740,22.790811146407655
763770,22.786758593058583
763800,22.782708826863036
763830,22.77866184835639
763860,22.774617658074014
763890,22.770576256551287
763920,22.766537645394326
763950,22.762501824603127
763980,22.75846879471307
764010,22.754438556259526
764040,22.750411110848614
764070,22.74638645794496
764100,22.742364598619314
764130,22.738345576236913
764160,22.73432930835026
764190,22.730315833506246
764220,22.72630515331098
764250,22.722297268835216
764280,22.718292180614323
764310,22.714289888648302
764340,22.710290394007902
764370,22.706293697228492
764400,22.702299797774703
764430,22.69830869671728
764460,22.694320393520847
764490,22.69033488979153
764520,22.686352184458574
764550,22.682372278592734
764580,22.678395172194005
764610,22.67442086579776
764640,22.67044935886863
764670,22.66648065247736
764700,22.662514746088572
764730,22.658551640237647
764760,22.654591334389206
764790,22.650633829613994
764820,22.64667912591202
764850,22.6427272227479
764880,22.638778120657015
764910,22.634831819639363
764940,22.630888319694943
764970,22.62694762028838
765000,22.623009722490426
765030,22.6190747783471
765060,22.61514249607994
765090,22.611213007390788
765120,22.607286316027256
765150,22.603362424130832
765180,22.599441333307645
765210,22.595523042486942
765240,22.591607553274844
765270,22.587694864065234
765300,22.583784975928854
765330,22.57987788779496
765360,22.575973600198925
765390,22.572072112605376
765420,22.568173425549688
765450,22.56427753796111
765480,22.560384450375018
765510,22.556494161720664
765540,22.552606672533425
765570,22.548721982813298
765600,22.544840091489537
765630,22.54096099909751
765660,22.537084705101854
765690,22.533211208967188
765720,22.529340510693515
765750,22.525472609745464
765780,22.521607506658402
765810,22.517745199826212
765840,22.51388568978427
765870,22.51002897653257
765900,22.506175059000373
765930,22.502324533058186
765960,22.498476535148832
765990,22.494631112920544
766020,22.490788412530232
766050,22.486948481090757
766080,22.483111335734062
766110,22.479276981278502
766140,22.47544541879483
766170,22.471616648283046
766200,22.467790669743145
766230,22.46396748317513
766260,22.460147087508254
766290,22.456329482742518
766320,22.45251466834255
766350,22.44870264377297
766380,22.444893408498412
766410,22.4410869619835
766440,22.437283304228234
766470,22.433482434161863
766500,22.429684351249023
766530,22.425889054954336
766560,22.422096545813172
766590,22.41830682168404
766620,22.414519883102315
766650,22.410735728997253
766680,22.406954359368846
766710,22.40317577261098
766740,22.399399969259026
766770,22.395626948242235
766800,22.39185670902524
766830,22.388089486101553
766860,22.38432484046505
766890,22.380562951465794
766920,22.376803836235727
766950,22.373047497451722
766980,22.3692939367199
767010,22.365543152969504
767040,22.36179514566517
767070,22.358049914271522
767100,22.35430745878856
767130,22.35056777814554
767160,22.34683087127171
767190,22.343096738167073
767220,22.339365377760885
767250,22.335636789517768
767280,22.331910972366973
767310,22.32818792630851
767340,22.324467649736253
767370,22.320750142650198
767400,22.317035403979606
767430,22.313323433189097
767460,22.30961422920793
767490,22.30590779150073
767520,22.30220411953212
767550,22.298503212766732
767580,22.294805069598446
767610,22.291109689491883
767640,22.287417071911673
767670,22.283727216322443
767700,22.280040121653446
767730,22.27635596136564
767760,22.272674402992187
767790,22.26899559269001
767820,22.26531953581284
767850,22.26164623450217
767880,22.257975688758
767910,22.254307898044953
767940,22.250642862363033
767970,22.246980580106122
768000,22.24332105020347
768030,22.239664272655077
768060,22.236010246390197
768090,22.232358970338083
768120,22.228710443963365
768150,22.22506466619529
768180,22.221421635963118
768210,22.21778135273147
768240,22.214143815429605
768270,22.21050902298677
768300,22.20687697540297
768330,22.20324767053671
768360,22.199621108923363
768390,22.195997288421438
768420,22.192376208495556
768450,22.18875786861035
768480,22.18514226769507
768510,22.18152940467897
768540,22.17791927902668
768570,112.75160013179074
768600,435.04924675025137
768630,999.1573896928915
768660,1828.9243328999705
768690,2955.214394938427
768720,4424.662861277991
768750,6313.835670300089
768780,8744.204716804723
768810,11885.874263499538
768840,15933.312033638449
768870,21043.69786168769
768900,27251.544567739566
768930,34399.01747297343
768960,42128.893652083985
768990,49953.928743953766
769020,57371.892304526
769050,63967.347389458504
769080,69459.07154029406
769110,73692.28998170875
769140,76602.51494661499
769170,78181.36587575408
769200,78455.92313210967
769230,77481.99885278089
769260,75343.96052790814
769290,72155.80364352878
769320,68060.2025120179
769350,63224.820181626026
769380,57835.04576707759
769410,52084.31238853657
769440,46163.79831620047
769470,40252.529584817494
769500,34509.10846918711
769530,29066.804638266236
769560,24029.15280675778
769590,19466.35248885211
769620,15421.653419721908
769650,11913.03015507797
769680,8938.281098587095
769710,6477.397061138753
769740,4496.43493674204
769770,2952.2205015361365
769800,1795.674353319339
769830,975.2284762487193
769860,439.5017917202649
769890,138.95873775278739
769920,46.69078540045313
769950,46.68104370889867
769980,46.67130874912839
770010,46.66157699517358
770040,46.65185037759044
770070,46.642129191369676
770100,46.632412552074555
770130,46.622700255727835
770160,46.61299264710995
770190,46.60328981723435
770220,46.59359160923666
770250,46.583897803613816
770280,46.5742085973832
770310,46.56452447559304
770340,46.554845193577734
770370,46.54517034605968
770400,46.53549995927215
770430,46.52583437050036
770460,46.51617336024124
770490,46.50651698524435
770520,46.496865247115835
770550,123.5143827265601
770580,310.7361280158786
770610,624.8057487414915
770640,1093.2063580501012
770670,1744.4183379260069
770700,2607.0682331462076
770730,3709.0364534523983
770760,5076.5128961376895
770790,6732.77760990059
770820,8696.815550029103
770850,10981.74655425536
770880,13593.126852823696
770910,16527.287700544657
770940,19769.428746916383
770970,23291.971022632817
771000,27053.34550901876
771030,30996.75071488632
771060,35050.79950772336
771090,39130.8189137438
771120,43141.27704036761
771150,46979.26403935108
771180,50539.10208972491
771210,53717.50265395503
771240,56418.69775084125
771270,58559.42194761852
771300,60073.234152137455
771330,60901.59739059033
771360,61047.44778689198
771390,60499.596779422696
771420,59283.299223714406
771450,57444.96214554305
771480,55050.56845942649
771510,52182.27508359211
771540,48932.84940668037
771570,45401.448423543705
771600,41688.632184923816
771630,37891.32889769829
771660,34099.3269416749
771690,30392.182850884925
771720,26836.79033148613
771750,23486.190707780035
771780,20379.519177274564
771810,17542.6748978419
771840,14989.454910411834
771870,12723.06943326956
771900,10737.932737790676
771930,9021.55988871903
771960,7556.413583340489
771990,6321.5786198374935
772020,5294.297401066813
772050,4451.282667900592
772080,3769.8008454587607
772110,3228.5334114039565
772140,2808.2389340468
772170,2492.2419143872016
772200,2266.7665167750706
772230,2123.7925702737825
772260,2050.6472918611953
772290,2045.7184705323848
772320,2108.1290016111902
772350,2239.970012809069
772380,2446.2651619469766
772410,2734.745438044931
772440,3115.5458941968805
772470,3600.859980411068
772500,4204.521603897665
772530,4941.5073159501335
772560,5827.352436261609
772590,6877.476869474243
772620,8106.41928468841
772650,9526.982936729877
772680,11149.302918668383
772710,12979.853255756001
772740,15020.4231539417
772770,17267.10483060799
772800,19709.353150569834
772830,22329.17793556146
772860,25100.565369660984
772890,27989.215106441363
772920,30952.674515508217
772950,33940.98231508376
772980,36897.40747425291
773010,39760.59511403477
773040,42466.53298430185
773070,44950.95632876979
773100,47152.080431399336
773130,49002.8139882469
773160,50473.64355318813
773190,51517.915960620565
773220,52109.033218850724
773250,52233.781530307264
773280,51892.65088991299
773310,51100.09836603403
773340,49883.75801079834
773370,48282.77659080589
773400,46345.84257077257
773430,44128.72096117572
773460,41691.424634287694
773490,39095.83998226165
773520,36403.05386417645
773550,33671.172475364925
773580,30953.53301463524
773610,28297.094521249084
773640,25741.4826462915
773670,23318.609851842168
773700,21052.72757885231
773730,18960.802517665492
773760,17053.15359887465
773790,15334.29131474277
773820,13803.884086532591
773850,12457.76307248687
773880,11288.928526107942
773910,10288.49983318229
773940,9446.577701083304
773970,8752.998680749884
774000,8197.963220995554
774030,7779.457951850928
774060,7476.277570636553
774090,7288.844273985664
774120,7213.061882921474
774150,7246.585129049324
774180,7388.862623528668
774210,7641.036773434094
774240,8005.879943049397
774270,8487.432875213584
774300,9090.71130122432
774330,9821.354454093704
774360,10685.186668899716
774390,11687.690861750181
774420,12833.432952517365
774450,14125.462602095666
774480,15564.698398610386
774510,17149.309098900547
774540,18874.116847712707
774570,20730.058361266667
774600,22703.74287789151
774630,24777.146982464266
774660,26927.49574210226
774690,29127.31528090286
774720,31344.76417046329
774750,33544.21661023903
774780,35687.105936681946
774810,37733.00907666217
774840,39640.94383336627
774870,41370.812105258265
774900,42884.88771912232
774930,44139.55724604897
774960,45125.09378986447
774990,45811.706335526396
775020,46184.75293103129
775050,46238.20013776441
775080,45973.77366533041
775110,45401.41004640019
775140,44538.93608926498
775170,43411.0945158276
775200,42048.350037871125
775230,40485.54075679841
775260,38760.430862989684
775290,36912.23757730921
775320,34980.18821536206
775350,33002.25839777735
775380,31014.13488856754
775410,29048.36492369485
775440,27133.55328701027
775470,25293.997294016175
775500,23549.58155083802
775530,21915.89450154917
775560,20404.492886279215
775590,19023.28418336263
775620,17776.996951625013
775650,16667.70829149401
775680,15695.389865839463
775710,14858.457122818738
775740,14154.279524524962
775770,13579.638400799053
775800,13131.119449335332
775830,12825.781946468314
775860,12632.128454546792
775890,12545.1293898208
775920,12572.52089685054
775950,12714.560414982865
775980,12971.011773199936
776010,13342.032773307308
776040,13828.093146471656
776070,14429.841777358282
776100,15147.763057464505
776130,15981.86188236553
776160,16931.33277042943
776190,17994.205324046652
776220,19166.983213104624
776250,20444.295525251015
776280,21818.580082588825
776310,23279.819038252743
776340,24815.347582557493
776370,26409.75626896337
776400,28044.905782485886
776430,29700.06958495406
776460,31352.21465909273
776490,32976.423614262276
776520,34546.45301946432
776550,36035.41351259077
776580,37416.54772455442
776610,38664.071428665804
776640,39754.03695232338
776670,40665.19304628614
776700,41379.39548861985
776730,41867.6451100545
776760,42151.15774538092
776790,42212.75822731866
776820,42053.13435971471
776850,41678.16106023324
776880,41098.74687654731
776910,40329.89619261381
776940,39390.65065765388
776970,38303.12894407821
777000,37091.38578389774
777030,35780.96170603101
777060,34397.7955706155
777090,32967.41712690604
777120,31514.361195853184
777150,30061.671255296704
777180,28630.4420914373
777210,27239.471843291652
777240,25905.07268328049
777270,24641.024466292572
777300,23458.632962881493
777330,22366.86708404302
777360,21372.55870288602
777390,20480.658770737766
777420,19694.52234546029
777450,19016.18661213414
777480,18446.654380721528
777510,17986.15713214137
777540,17634.38677871305
777570,17390.688092837303
777600,17254.20641744612
777630,17230.229081981215
777660,17305.545217164185
777690,17484.484418031876
777720,17766.393467657166
777750,18150.192978480616
777780,18634.271640240433
777810,19216.680029043877
777840,19894.918386617734
777870,20665.6906406194
777900,21524.720206437523
777930,22466.570335893604
777960,23484.476557006983
777990,24570.203537762307
778020,25713.9413429401
778050,26904.253583997313
778080,28128.088103868246
778110,29370.858649790018
778140,30616.60321527357
778170,31848.221220035754
778200,33047.7875154081
778230,34196.93655532055
778260,35277.305280796965
778290,36271.018690565594
778320,37161.198127886826
778350,37932.469380417904
778380,38571.44414245252
778410,39067.156199639496
778440,39411.42592619654
778470,39599.12843746394
778500,39628.041583167185
778530,39494.07074044452
778560,39213.495757298384
778590,38788.44218365463
778620,38229.000220503476
778650,37547.94540228523
778680,36759.80857720827
778710,35880.702832583665
778740,34927.65997876934
778770,33918.31082957247
778800,32870.28554923979
778830,31800.794779405933
778860,30726.27774561428
778890,29662.113056397273
778920,28622.396786489833
778950,27619.791378131238
778980,26665.443737793543
779010,25768.9663612278
779040,24938.4724599733
779070,24180.654530346048
779100,23500.895158089683
779130,22903.398867553886
779160,22391.33437191779
779190,21966.97755636785
779220,21631.828578689274
779250,21386.741428658628
779280,21232.096434503568
779310,21167.791723183822
779340,21193.309964676315
779370,21307.746188367484
779400,21509.9313823306
779430,21800.3701601178
779460,22172.002675402535
779490,22624.536608069317
779520,23154.794515456382
779550,23758.693006491158
779580,24431.449216488276
779610,25167.408431712305
779640,25959.95777922883
779670,26801.487760801712
779700,27683.3757465406
779730,28595.999240617817
779760,29528.78659907641
779790,30470.310235907124
779820,31408.42453347511
779850,32330.448079768925
779880,33223.3873410933
779910,34074.196367664685
779940,34870.06467435062
779970,35598.72321931034
780000,36248.756599517765
780030,36809.90837797381
780060,37273.3659948198
780090,37632.01207497022
780120,37880.63014626705
780150,38016.05478073981
780180,38037.25883849051
780210,37945.37365543423
780240,37743.64145072962
780270,37437.30268973833
780300,37033.27385435952
780330,36538.222813904904
780360,35967.04154969384
780390,35328.17810094802
780420,34633.438161886246
780450,33894.96309804301
780480,33125.17846444728
780510,32336.432185650083
780540,31540.69350528748
780570,30749.373646855543
780600,29973.156498366887
780630,29221.87761001087
780660,28504.441812202098
780690,27828.777150227525
780720,27201.821411121175
780750,26629.53631459871
780780,26116.94359678103
780810,25668.17684509251
780840,25286.542996532113
780870,24974.587790142836
780900,24734.160084042094
780930,24566.47073150604
780960,24472.142605135654
780990,24451.247732323907
781020,24503.318093995353
781050,24627.404900693025
781080,24822.044044862865
781110,25085.24479190441
781140,25414.469977833684
781170,25806.60938423675
781200,26257.990551001316
781230,26765.50773947543
781260,27321.0397248473
781290,27920.31937756841
781320,28557.1204264152
781350,29225.04968271811
781380,29916.55877900884
781410,30623.254706871256
781440,31336.287784830194
781470,32046.489855217944
781500,32744.46909110896
781530,33420.73455900091
781560,34065.85667064861
781590,34670.65142138748
781620,35226.37607113192
781650,35724.92664674523
781680,36159.02921281301
781710,36522.417381607156
781740,36809.98883701158
781770,37017.934239029484
781800,37143.832889930185
781830,37186.71094509458
781860,37147.059635957085
781890,37026.81281608165
781920,36829.28501547224
781950,36559.07297654037
781980,36221.925226941996
782010,35824.585530026256
782040,35374.616970288655
782070,34880.213936112865
782100,34349.96984122372
782130,33792.16514278608
782160,33218.12148992082
782190,32636.360976475466
782220,32054.41988216946
782250,31480.13575439932
782280,30921.050728294136
782310,30384.209265248777
782340,29876.061901505396
782370,29402.41590618947
782400,28968.410374778545
782430,28578.509701535677
782460,28235.680952068713
782490,27944.04962498941
782520,27706.29489554878
782550,27524.35239528613
782580,27399.558621605822
782610,27332.555735339807
782640,27323.64363591371
782670,27372.604595753135
782700,27478.650290449106
782730,27640.435387090376
782760,27856.084545831465
782790,28123.202490121424
782820,28438.874846572347
782850,28799.665671908286
782880,29201.617276993944
782910,29640.255729346023
782940,30110.60439033414
782970,30607.207364300626
783000,31124.17292619806
783030,31655.230173665906
783060,32192.715795814514
783090,32729.778120675674
783120,33260.11523975991
783150,33776.89859021712
783180,34273.2356231485
783210,34742.37411958613
783240,35177.85937204597
783270,35573.66766656015
783300,35924.33261101655
783330,36225.06184374135
783360,36472.139065382195
783390,36662.24204146006
783420,36792.95261683283
783450,36862.760426327106
783480,36871.33390317925
783510,36819.42820980335
783540,36708.831620478355
783570,36542.28606642324
783600,36323.40567177899
783630,36056.58302688373
783660,35746.86065255626
783690,35399.854711122345
783720,35021.65271753499
783750,34618.62047092082
783780,34197.29273026206
783810,33764.254850249665
783840,33326.03166439993
783870,32888.986706332296
783900,32459.237329622432
783930,32043.37594485458
783960,31646.103267406364
783990,31272.696480735973
784020,30927.08769643783
784050,30613.090889752766
784080,30334.10081992475
784110,30092.820905013923
784140,29891.667782056204
784170,29732.74023447523
784200,29617.59883810887
784230,29547.202686965564
784260,29521.962755544846
784290,29541.785193829706
784320,29606.098323900864
784350,29713.86683624435
784380,29863.600393114102
784410,30053.36108231097
784440,30280.771985804397
784470,30543.028104639172
784500,30836.91064270696
784530,31158.805696462015
784560,31504.735838114048
784590,31870.372910838647
784620,32251.080810836538
784650,32641.97319022969
784680,33037.964871553406
784710,33433.83325443198
784740,33824.288159066135
784770,34204.04892789702
784800,34567.921405270936
784830,34908.06796865011
784860,35223.85480730308
784890,35509.806425487324
784920,35762.17780253159
784950,35977.74023185954
784980,36153.773667584515
785010,36288.15790023982
785040,36379.426490971666
785070,36426.79866430092
785100,36430.192807162086
785130,36390.22340536171
785160,36308.18234262195
785190,36186.005559919315
785220,36026.226405225236
785250,35831.91738140735
785280,35606.62232772052
785310,35354.2813043907
785340,35079.150581019705
785370,34785.7201437343
785400,34478.631045647606
785430,34162.594739511296
785460,33842.316264192195
785490,33522.42289434238
785520,33207.3996690587
785550,32901.530989465144
785580,32608.851372339814
785610,32333.104325679116
785640,32077.707794389058
785670,31845.729834924226
785700,31639.704042450754
785730,31465.130192358272
785760,31318.880407664896
785790,31204.174045969936
785820,31122.30491821317
785850,31074.075095587625
785880,31059.82723182442
785910,31079.505403154362
785940,31132.730026129047
785970,31218.737272083617
786000,31336.348955973754
786030,31483.997497884397
786060,31659.752275960385
786090,31861.345967574918
786120,32086.197411457993
786150,32331.435083445667
786180,32593.923382177953
786210,32870.293258782694
786240,33156.97777161549
786270,33450.25268692589
786300,33746.28195225384
786330,34041.16765943689
786360,34330.99978106022
786390,34611.91747398196
786420,34880.1715622972
786450,35132.18118348586
786480,35364.59300153271
786510,35574.33813812675
786540,35758.68565546586
786570,35915.29097541221
786600,36042.223229269795
786630,36128.670359618925
786660,36183.135054520484
786690,36205.56072293792
786720,36196.36767266776
786750,36160.478998279934
786780,36095.79631370273
786810,36004.594460081455
786840,35886.90476189407
786870,35744.55643680653
786900,35579.83211860447
786930,35395.71283918446
786960,35195.43677453046
786990,34982.31056328433
787020,34759.69877836434
787050,34531.025972851014
787080,34299.73774274617
787110,34069.240892327354
787140,33842.84713118278
787170,33623.72763749277
787200,33414.875896965874
787230,33219.075619594994
787260,33038.87277951358
787290,32876.55204353126
787320,32734.101882109182
787350,32613.21240493459
787380,32515.308984895724
787410,32441.491306707936
787440,32392.37964805519
787470,32367.77427465233
787500,32367.035299083647
787530,32394.069518288135
787560,32441.034387269574
787590,32508.99821949459
787620,32597.86716698649
787650,32706.639984980167
787680,32833.998507913995
787710,32978.17022678812
787740,33137.16060738747
787770,33308.828003350856
787800,33490.88967900466
787830,33680.928878204715
787860,33876.41924568281
787890,34074.75873380255
787920,34273.305886848815
787950,34469.4164942119
787980,34660.48078018538
788010,34843.96120288399
788040,35017.430366008484
788070,35178.60824311468
788100,35325.40558904734
788130,35455.95216415269
788160,35568.60446098745
788190,35661.99715046545
788220,35735.06053394599
788250,35787.03624982794
788280,35817.48764916942
788310,35826.30462303712
788340,35813.70259367128
788370,35780.2156016892
788400,35726.6471084728
788430,35651.27949461185
788460,35560.74634392195
788490,35455.3515955208
788520,35336.295313809715
788550,35205.33382819852
788580,35064.43069244182
788610,34916.37037216218
788640,34763.933450784614
788670,34609.63294364489
788700,34455.82013495265
788730,34304.74274604043
788760,34158.5583839025
788790,34019.318720960735
788820,33888.94463529564
788850,33769.20232910219
788880,33661.68329749949
788910,33567.78818156147
788940,33488.7139638279
788970,33425.44408303699
789000,33378.74144354012
789030,33349.1447893891
789060,33336.962560532695
789090,33342.27586289866
789120,33364.94043347296
789150,33404.59080300029
789180,33460.646534514366
789210,33532.32055304333
789240,33618.62953189888
789270,33718.406309887396
789300,33830.32813204186
789330,33953.84648607994
789360,34085.26221935321
789390,34223.547814636295
789420,34367.15512973847
789450,34514.30256523715
789480,34663.06565437111
789510,34811.49820788223
789540,34957.66832668431
789570,35099.67719972473
789600,35235.56848984251
789630,35363.83564605655
789660,35482.8189913493
789690,35591.00867320373
789720,35687.07899596549
789750,35769.8966815628
789780,35838.53131083571
789810,35892.26686162511
789840,35930.61130506447
789870,35953.30279765143
789900,35960.31197563838
789930,35951.84024470051
789960,35928.31781154147
789990,35890.46301272264
790020,35839.09566885625
790050,35775.23780002237
790080,35700.08031052876
790110,35614.9598830934
790140,35521.335550536714
