time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y,fcu_reaPHea_y,con_oveTSetHea_u,con_oveTSetCoo_u,zon_reaTRooAir_y
29232780,14.602671781469072,2216.054484036174,0.0,2216.054484036174,294.15,297.15,294.26959096230394
29232810,14.439726637646276,2202.8516526174258,0.0,2202.8516526174258,294.15,297.15,294.2573629465113
29232840,14.287155129832913,2190.058359669476,0.0,2190.058359669476,294.15,297.15,294.2470978344831
29232870,14.141822749408643,2177.427890286656,0.0,2177.427890286656,294.15,297.15,294.2386097640772
29232900,14.001337969025009,2164.786483619755,0.0,2164.786483619755,294.15,297.15,294.2316983216914
29232930,13.863863524321623,2152.012513287682,0.0,2152.012513287682,294.15,297.15,294.22616156085206
29232960,13.72809056547289,2139.0332497330696,0.0,2139.0332497330696,294.15,297.15,294.2218027234219
29232990,13.593093024891093,2125.8094275073477,0.0,2125.8094275073477,294.15,297.15,294.21843638569254
29233020,13.458300767633185,2112.3317137857644,0.0,2112.3317137857644,294.15,297.15,294.2158940451499
29233050,13.323298272235192,2098.6024607954196,0.0,2098.6024607954196,294.15,297.15,294.2140176358846
29233080,13.18801899187859,2084.651242480972,0.0,2084.651242480972,294.15,297.15,294.2126775360029
29233110,13.052361084105708,2070.5011531024784,0.0,2070.5011531024784,294.15,297.15,294.2117518115001
29233140,12.916457723469867,2056.192821632214,0.0,2056.192821632214,294.15,297.15,294.2111426990223
29233170,12.780437197275278,2041.760863494986,0.0,2041.760863494986,294.15,297.15,294.21076924564164
29233200,12.644416395627426,2027.23322900982,0.0,2027.23322900982,294.15,297.15,294.21056868544343
29233230,12.508463856199151,2012.626725877988,0.0,2012.626725877988,294.15,297.15,294.21050052565516
29233260,12.37261315846961,1997.95239721273,0.0,1997.95239721273,294.15,297.15,294.21053365444703
29233290,12.236891742558004,1983.2190510807368,0.0,1983.2190510807368,294.15,297.15,294.21064456780323
29233320,12.101346969783087,1968.437435450543,0.0,1968.437435450543,294.15,297.15,294.2108113532649
29233350,11.96608308821499,1953.6250955883327,0.0,1953.6250955883327,294.15,297.15,294.21101157290553
29233380,11.83125776219546,1938.8065927561668,0.0,1938.8065927561668,294.15,297.15,294.211219621246
29233410,11.697137262367463,1924.019695071997,0.0,1924.019695071997,294.15,297.15,294.21140570361
29233440,11.56401276475501,1909.3027529956942,0.0,1909.3027529956942,294.15,297.15,294.2115450506791
29233470,11.43214621402121,1894.6886122401625,0.0,1894.6886122401625,294.15,297.15,294.21162112124534
29233500,11.301756418897787,1880.2038031274813,0.0,1880.2038031274813,294.15,297.15,294.2116249147902
29233530,11.173027510491227,1865.8699492913322,0.0,1865.8699492913322,294.15,297.15,294.21155343677407
29233560,11.046078292922891,1851.7007686571712,0.0,1851.7007686571712,294.15,297.15,294.21140777260257
29233590,10.921012501056028,1837.7079877999731,0.0,1837.7079877999731,294.15,297.15,294.2111912300761
29233620,10.797912275550415,1823.9006473627157,0.0,1823.9006473627157,294.15,297.15,294.21090909084097
29233650,10.676832675730141,1810.2846324941947,0.0,1810.2846324941947,294.15,297.15,294.21056792957893
29233680,10.557805448018023,1796.8632242625447,0.0,1796.8632242625447,294.15,297.15,294.21017489812726
29233710,10.440844440014958,1783.6377918944727,0.0,1783.6377918944727,294.15,297.15,294.20973718767794
29233740,10.32595003660104,1770.608337231998,0.0,1770.608337231998,294.15,297.15,294.20926168644655
29233770,10.213112436784215,1757.773884051455,0.0,1757.773884051455,294.15,297.15,294.2087547780976
29233800,10.102314181935231,1745.1327684540618,0.0,1745.1327684540618,294.15,297.15,294.20822222746597
29233830,9.993531205590704,1732.6826765109945,0.0,1732.6826765109945,294.15,297.15,294.20766929977594
29233860,9.886731936843656,1720.4204216761482,0.0,1720.4204216761482,294.15,297.15,294.20710106260003
29233890,9.781876050086998,1708.3417581260394,0.0,1708.3417581260394,294.15,297.15,294.20652257216466
29233920,9.678914523422083,1696.441405317152,0.0,1696.441405317152,294.15,297.15,294.20593884838996
29233950,9.577791257148952,1684.7132800403062,0.0,1684.7132800403062,294.15,297.15,294.2053546921236
29233980,9.478445369493958,1673.1507952754635,0.0,1673.1507952754635,294.15,297.15,294.20477448988964
29234010,9.380813296349737,1661.7471183421183,0.0,1661.7471183421183,294.15,297.15,294.2042020878651
29234040,9.284830388196541,1650.4953583676593,0.0,1650.4953583676593,294.15,297.15,294.2036407426519
29234070,9.190432076422477,1639.3886965456056,0.0,1639.3886965456056,294.15,297.15,294.203093124464
29234100,9.097554748107196,1628.4204788762074,0.0,1628.4204788762074,294.15,297.15,294.2025613482846
29234130,9.006136414297796,1617.5842836190025,0.0,1617.5842836190025,294.15,297.15,294.2020470183701
29234160,8.91611721162381,1606.8739692804563,0.0,1606.8739692804563,294.15,297.15,294.20155127922175
29234190,8.827439760559969,1596.283706298602,0.0,1596.283706298602,294.15,297.15,294.2010748696999
29234220,8.740049400644075,1585.8079949882517,0.0,1585.8079949882517,294.15,297.15,294.20061817804304
29234250,8.653894322797864,1575.4416722596807,0.0,1575.4416722596807,294.15,297.15,294.20018129588493
29234280,8.568925618151548,1565.1799095104436,0.0,1565.1799095104436,294.15,297.15,294.19976406968823
29234310,8.485097261026818,1555.0182038343187,0.0,1555.0182038343187,294.15,297.15,294.19936614843755
29234340,8.402366041482416,1544.952364370076,0.0,1544.952364370076,294.15,297.15,294.1989870268646
29234370,8.320691460520838,1534.978495296907,0.0,1534.978495296907,294.15,297.15,294.19862608383846
29234400,8.240035598944901,1525.092976704873,0.0,1525.092976704873,294.15,297.15,294.1982826158278
29234430,8.160362968974107,1515.2924443301072,0.0,1515.2924443301072,294.15,297.15,294.1979558655331
29234460,8.081640356057619,1505.5737689374564,0.0,1505.5737689374564,294.15,297.15,294.1976450459266
29234490,8.00383665684565,1495.934035956723,0.0,1495.934035956723,294.15,297.15,294.1973493600251
29234520,7.92692271798224,1486.3705258260138,0.0,1486.3705258260138,294.15,297.15,294.1970680167814
29234550,7.850871179263192,1476.8806953669994,0.0,1476.8806953669994,294.15,297.15,294.1968002435084
29234580,7.77565632374705,1467.4621604103465,0.0,1467.4621604103465,294.15,297.15,294.19654529526156
29234610,7.701253936613431,1458.1126798023834,0.0,1458.1126798023834,294.15,297.15,294.1963024615963
29234640,7.627641173901918,1448.8301408543705,0.0,1448.8301408543705,294.15,297.15,294.19607107110005
29234670,7.554796441736914,1439.612546241135,0.0,1439.612546241135,294.15,297.15,294.19585049407203
29234700,7.482699286224697,1430.458002314753,0.0,1430.458002314753,294.15,297.15,294.19564014369035
29234730,7.411330293885649,1421.3647087683614,0.0,1421.3647087683614,294.15,297.15,294.195439475973
29234760,7.340671002241572,1412.3309495644876,0.0,1412.3309495644876,294.15,297.15,294.1952479888017
29234790,7.270703820010944,1403.3550850284225,0.0,1403.3550850284225,294.15,297.15,294.1950652202441
29234820,7.201411956245202,1394.4355450004007,0.0,1394.4355450004007,294.15,297.15,294.1948907463726
29234850,7.132779357674376,1385.5708229372951,0.0,1385.5708229372951,294.15,297.15,294.19472417875005
29234880,7.064790653496797,1376.7594708564209,0.0,1376.7594708564209,294.15,297.15,294.19456516171886
29234910,6.997431106848843,1368.0000950173883,0.0,1368.0000950173883,294.15,297.15,294.1944133696072
29234940,6.9306865722096775,1359.2913522449205,0.0,1359.2913522449205,294.15,297.15,294.1942685039399
29234970,6.864543458027839,1350.63194680209,0.0,1350.63194680209,294.15,297.15,294.19413029072126
29235000,6.798988693909848,1342.0206277314596,0.0,1342.0206277314596,294.15,297.15,294.193998477842
29235030,6.734009701759304,1333.4561865912688,0.0,1333.4561865912688,294.15,297.15,294.1938728326428
29235060,6.6695943703149485,1324.937455520645,0.0,1324.937455520645,294.15,297.15,294.193753139659
29235090,6.605731032594483,1316.4633055775032,0.0,1316.4633055775032,294.15,297.15,294.193639198558
29235120,6.5424084458083485,1308.0326452998654,0.0,1308.0326452998654,294.15,297.15,294.1935308222733
29235150,6.479615773362417,1299.6444194486262,0.0,1299.6444194486262,294.15,297.15,294.1934278353345
29235180,6.417342568620298,1291.2976078971583,0.0,1291.2976078971583,294.15,297.15,294.1933300723841
29235210,6.355578760148294,1282.9912246384222,0.0,1282.9912246384222,294.15,297.15,294.19323737687233
29235240,6.294314638201525,1274.7243168858333,0.0,1274.7243168858333,294.15,297.15,294.193149599917
29235270,6.233534327258546,1266.494529665791,0.0,1266.494529665791,294.15,297.15,294.1930681449256
29235300,6.173185371855069,1258.2911581346823,0.0,1258.2911581346823,294.15,297.15,294.19300366101163
29235330,6.113068644907919,1250.0765023909255,0.0,1250.0765023909255,294.15,297.15,294.19299212637844
29235360,6.052843653255122,1241.7940991280009,0.0,1241.7940991280009,294.15,297.15,294.1930785332894
29235390,5.992237284517918,1233.4066946267192,0.0,1233.4066946267192,294.15,297.15,294.19327741624204
29235420,5.931226174002944,1224.920832340066,0.0,1224.920832340066,294.15,297.15,294.1935587138092
29235450,5.869959783164109,1216.3653709767104,0.0,1216.3653709767104,294.15,297.15,294.1938808772083
29235480,5.808568762155322,1207.7628362466703,0.0,1207.7628362466703,294.15,297.15,294.19421654712784
29235510,5.747169276397399,1199.1327086352264,0.0,1199.1327086352264,294.15,297.15,294.1945459172718
29235540,5.685868249117582,1190.4922704969788,0.0,1190.4922704969788,294.15,297.15,294.19485412805534
29235570,5.624761222425503,1181.8564734955307,0.0,1181.8564734955307,294.15,297.15,294.19513087223675
29235600,5.563932181072378,1173.2380311826835,0.0,1173.2380311826835,294.15,297.15,294.19536974056126
29235630,5.503453141096334,1164.6474743167605,0.0,1164.6474743167605,294.15,297.15,294.195567669766
29235660,5.443384164215092,1156.0932906246364,0.0,1156.0932906246364,294.15,297.15,294.19572416181416
29235690,5.3837748266502405,1147.5822823352519,0.0,1147.5822823352519,294.15,297.15,294.1958402649118
29235720,5.324665129543437,1139.11978866186,0.0,1139.11978866186,294.15,297.15,294.1959180527695
29235750,5.2660862926066025,1130.7098648906053,0.0,1130.7098648906053,294.15,297.15,294.19596034577194
29235780,5.208061561406038,1122.355406313657,0.0,1122.355406313657,294.15,297.15,294.1959705234558
29235810,5.150607129973484,1114.0582835916416,0.0,1114.0582835916416,294.15,297.15,294.19595232095696
29235840,5.093733065676339,1105.8195153027675,0.0,1105.8195153027675,294.15,297.15,294.19590962459097
29235870,5.037444212034671,1097.639429773386,0.0,1097.639429773386,294.15,297.15,294.1958462979332
29235900,4.981741062713833,1089.5177829291767,0.0,1089.5177829291767,294.15,297.15,294.19576605446156
29235930,4.926620584573133,1081.453875476406,0.0,1081.453875476406,294.15,297.15,294.19567237127586
29235960,4.872076962301027,1073.4466840659386,0.0,1073.4466840659386,294.15,297.15,294.1955684321001
29235990,4.81810226707361,1065.4949585124236,0.0,1065.4949585124236,294.15,297.15,294.1954570905917
29236020,4.7646870584686125,1057.5972834287334,0.0,1057.5972834287334,294.15,297.15,294.1953408495468
29236050,4.711820909861801,1049.7521559978452,0.0,1049.7521559978452,294.15,297.15,294.1952218537377
29236080,4.659492853311546,1041.958070177886,0.0,1041.958070177886,294.15,297.15,294.1951018942207
29236110,4.607691958482449,1034.2135524886946,0.0,1034.2135524886946,294.15,297.15,294.19498242027265
29236140,4.5564078906077015,1026.5171864742176,0.0,1026.5171864742176,294.15,297.15,294.1948645610651
29236170,4.505630746113908,1018.8676634052118,0.0,1018.8676634052118,294.15,297.15,294.1947491492683
29236200,4.455351188440535,1011.2638195289841,0.0,1011.2638195289841,294.15,297.15,294.19463674681685
29236230,4.405560606397192,1003.7046312398033,0.0,1003.7046312398033,294.15,297.15,294.1945276717988
29236260,4.356251239720721,996.1892229419352,0.0,996.1892229419352,294.15,297.15,294.19442202560924
29236290,4.307416269191349,988.7169015678757,0.0,988.7169015678757,294.15,297.15,294.19431971948046
29236320,4.259049875873842,981.2871621021789,0.0,981.2871621021789,294.15,297.15,294.19422049949554
29236350,4.211147277418958,973.8996668557812,0.0,973.8996668557812,294.15,297.15,294.19412396938526
29236380,4.16370474876668,966.5542544744237,0.0,966.5542544744237,294.15,297.15,294.19402961066294
29236410,4.116719632666837,959.2509637724826,0.0,959.2509637724826,294.15,297.15,294.19393679982755
29236440,4.0701903443083385,951.9900214611386,0.0,951.9900214611386,294.15,297.15,294.1938448224214
29236470,4.024116374363791,944.7718232052954,0.0,944.7718232052954,294.15,297.15,294.1937528837171
29236500,3.9784982951376446,937.5969557640346,0.0,937.5969557640346,294.15,297.15,294.1936601157678
29236530,3.9333377747739986,930.4662198925344,0.0,930.4662198925344,294.15,297.15,294.1935655805144
29236560,3.8886376047988036,923.3806136805308,0.0,923.3806136805308,294.15,297.15,294.19346826854877
29236590,3.8444017470528653,916.3413310128378,0.0,916.3413310128378,294.15,297.15,294.1933670929315
29236620,3.8006354075794127,909.3498110721098,0.0,909.3498110721098,294.15,297.15,294.193260877126
29236650,3.7573451474677433,902.4077744006372,0.0,902.4077744006372,294.15,297.15,294.19314833559827
29236680,3.714539044598734,895.5172221512707,0.0,895.5172221512707,294.15,297.15,294.19302804479236
29236710,3.6722269305962105,888.6804839803177,0.0,888.6804839803177,294.15,297.15,294.1928983994129
29236740,3.6304207245529705,881.9003460182732,0.0,881.9003460182732,294.15,297.15,294.1927575529407
29236770,3.589134922163492,875.1801187748639,0.0,875.1801187748639,294.15,297.15,294.1926033245838
29236800,3.5483873413436102,868.5237951895607,0.0,868.5237951895607,294.15,297.15,294.19243305512015
29236830,3.5082002938703725,861.9363214648329,0.0,861.9363214648329,294.15,297.15,294.1922433719931
29236860,3.468602550769097,855.4240305851595,0.0,855.4240305851595,294.15,297.15,294.1920297713821
29236890,3.429633037632119,848.995471463425,0.0,848.995471463425,294.15,297.15,294.1917857680027
29236920,3.3913494176096086,842.6634233972466,0.0,842.6634233972466,294.15,297.15,294.1915006791391
29236950,3.3538680622622845,836.4551757741367,0.0,836.4551757741367,294.15,297.15,294.1911468143812
29236980,3.31732633500641,830.3960938729373,0.0,830.3960938729373,294.15,297.15,294.1907075235309
29237010,3.2817498098938223,824.4834992039888,0.0,824.4834992039888,294.15,297.15,294.19020529061004
29237040,3.247022117218573,818.6909619277216,0.0,818.6909619277216,294.15,297.15,294.18968281182623
29237070,3.2129863592345447,812.9880300326055,0.0,812.9880300326055,294.15,297.15,294.1891772887971
29237100,3.1795203382416104,807.3514312186397,0.0,807.3514312186397,294.15,297.15,294.1887114026287
29237130,3.1465307303935184,801.7637273424785,0.0,801.7637273424785,294.15,297.15,294.1882975757839
29237160,3.113930592395458,796.2094454520926,0.0,796.2094454520926,294.15,297.15,294.18794381540494
29237190,3.0816369926127813,790.6741373950713,0.0,790.6741373950713,294.15,297.15,294.18765588162256
29237220,3.0495760335151223,785.1450116345513,0.0,785.1450116345513,294.15,297.15,294.1874370197
29237250,3.01768423412366,779.6113210925997,0.0,779.6113210925997,294.15,297.15,294.18728764124523
29237280,2.985908142861389,774.0643340007717,0.0,774.0643340007717,294.15,297.15,294.1872057251695
29237310,2.954204062587533,768.4971603021183,0.0,768.4971603021183,294.15,297.15,294.187187537699
29237340,2.922537436151743,762.9045489798929,0.0,762.9045489798929,294.15,297.15,294.187228225619
29237370,2.89088197577804,757.282707728609,0.0,757.282707728609,294.15,297.15,294.1873221917389
29237400,2.859218918918123,751.629156510827,0.0,751.629156510827,294.15,297.15,294.1874633541611
29237430,2.8275363057935503,745.9425768586547,0.0,745.9425768586547,294.15,297.15,294.18764538755363
29237460,2.7958281038802832,740.2226365471143,0.0,740.2226365471143,294.15,297.15,294.18786196140246
29237490,2.7640785832305315,734.4653518965548,0.0,734.4653518965548,294.15,297.15,294.1881134175425
29237520,2.7322087268518613,728.6494961791963,0.0,728.6494961791963,294.15,297.15,294.18842404437726
29237550,2.7000339311190276,722.7305450042978,0.0,722.7305450042978,294.15,297.15,294.1888440423457
29237580,2.667336631553029,716.6677095630347,0.0,716.6677095630347,294.15,297.15,294.18940018248014
29237610,2.6341225962000645,710.4702306133248,0.0,710.4702306133248,294.15,297.15,294.1900535561676
29237640,2.600466931339099,704.1555400537081,0.0,704.1555400537081,294.15,297.15,294.1907681804973
29237670,2.566438621904274,697.7393335855091,0.0,697.7393335855091,294.15,297.15,294.1915154568816
29237700,2.53210982566,691.2370570801247,0.0,691.2370570801247,294.15,297.15,294.19227241203953
29237730,2.497552919078721,684.6637579702748,0.0,684.6637579702748,294.15,297.15,294.1930197878329
29237760,2.4628397773592967,678.0337167024173,0.0,678.0337167024173,294.15,297.15,294.193743527477
29237790,2.4280391554999983,671.3604035843738,0.0,671.3604035843738,294.15,297.15,294.19443227315026
29237820,2.393216221065518,664.6563592033086,0.0,664.6563592033086,294.15,297.15,294.1950774857911
29237850,2.3584315616682647,657.93302214157,0.0,657.93302214157,294.15,297.15,294.1956734558286
29237880,2.3237405471330983,651.2006795949758,0.0,651.2006795949758,294.15,297.15,294.19621682900305
29237910,2.2891929378627807,644.4684503621414,0.0,644.4684503621414,294.15,297.15,294.1967061727374
29237940,2.2548327003013093,637.7442924674232,0.0,637.7442924674232,294.15,297.15,294.1971416178403
29237970,2.220698017375543,631.0350362254654,0.0,631.0350362254654,294.15,297.15,294.19752455376823
29238000,2.1868214595405457,624.3464397533601,0.0,624.3464397533601,294.15,297.15,294.1978573584114
29238030,2.1532302726857346,617.6832611722441,0.0,617.6832611722441,294.15,297.15,294.1981431553705
29238060,2.119946747447926,611.0493420569329,0.0,611.0493420569329,294.15,297.15,294.19838559790037
29238090,2.0869886434393603,604.4476978320051,0.0,604.4476978320051,294.15,297.15,294.19858867981486
29238120,2.054369647217727,597.8806117356406,0.0,597.8806117356406,294.15,297.15,294.1987565729144
29238150,2.0220998464308,591.3497296479063,0.0,591.3497296479063,294.15,297.15,294.1988934896691
29238180,1.990186205711445,584.8561536186082,0.0,584.8561536186082,294.15,297.15,294.1990035693721
29238210,1.9586330328323431,578.4005323943353,0.0,578.4005323943353,294.15,297.15,294.19909078571635
29238240,1.9274424263667844,571.9831476824766,0.0,571.9831476824766,294.15,297.15,294.199158873605
29238270,1.8966146986121852,565.603995309681,0.0,565.603995309681,294.15,297.15,294.19921127292343
29238300,1.8661487697816088,559.2628608166517,0.0,559.2628608166517,294.15,297.15,294.19925108695253
29238330,1.8360425314701987,552.9593893806244,0.0,552.9593893806244,294.15,297.15,294.1992810530632
29238360,1.806293177837338,546.6931498313148,0.0,546.6931498313148,294.15,297.15,294.1993035240244
29238390,1.7768975138088265,540.4636961329555,0.0,540.4636961329555,294.15,297.15,294.1993204527444
29238420,1.7478522301552708,534.2706215695295,0.0,534.2706215695295,294.15,297.15,294.19933338837023
29238450,1.7191541561884787,528.1136115390572,0.0,528.1136115390572,294.15,297.15,294.1993434710419
29238480,1.6908005032829516,521.9924967563003,0.0,521.9924967563003,294.15,297.15,294.19935142408343
29238510,1.6627891090413187,515.9073097128886,0.0,515.9073097128886,294.15,297.15,294.1993575395151
29238540,1.6351186992364604,509.85834969964054,0.0,509.85834969964054,294.15,297.15,294.1993616492557
29238570,1.6077892010605717,503.8462663485755,0.0,503.8462663485755,294.15,297.15,294.19936306826264
29238600,1.5808021728644785,497.87218153149485,0.0,497.87218153149485,294.15,297.15,294.1993604817555
29238630,1.5541614970153779,491.93789572272885,0.0,491.93789572272885,294.15,297.15,294.1993517092131
29238660,1.5278747603455294,486.04631695068775,0.0,486.04631695068775,294.15,297.15,294.19933313329966
29238690,1.5019574749955857,480.20285057328766,0.0,480.20285057328766,294.15,297.15,294.1992975849482
29238720,1.4764060695767114,474.40486210825685,0.0,474.40486210825685,294.15,297.15,294.1992537502195
29238750,1.4511590014819271,468.63201226834514,0.0,468.63201226834514,294.15,297.15,294.19923772999005
29238780,1.4261250506482284,462.8602353306441,0.0,462.8602353306441,294.15,297.15,294.19928186471486
29238810,1.4012263276898873,457.0703369766049,0.0,457.0703369766049,294.15,297.15,294.1994050571698
29238840,1.3764088973552635,451.24911871604974,0.0,451.24911871604974,294.15,297.15,294.199614752037
29238870,1.3516349238619296,445.3874410638052,0.0,445.3874410638052,294.15,297.15,294.1999114350086
29238900,1.3268763575288653,439.47870632101035,0.0,439.47870632101035,294.15,297.15,294.20029186582383
29238930,1.3021129501431186,433.51822075199055,0.0,433.51822075199055,294.15,297.15,294.2007507637847
29238960,1.277331475304216,427.5029114377592,0.0,427.5029114377592,294.15,297.15,294.20128162136973
29238990,1.2525248857909896,421.43111257473237,0.0,421.43111257473237,294.15,297.15,294.2018771750241
29239020,1.2276914732707112,415.30237106684325,0.0,415.30237106684325,294.15,297.15,294.20252975924376
29239050,1.202834106793425,409.1172671165729,0.0,409.1172671165729,294.15,297.15,294.20323160234216
29239080,1.177959514693662,402.8772456315359,0.0,402.8772456315359,294.15,297.15,294.20397506958886
29239110,1.1530775981120862,396.5844585445234,0.0,396.5844585445234,294.15,297.15,294.20475285340973
29239140,1.1282007899478066,390.2416204151676,0.0,390.2416204151676,294.15,297.15,294.2055581144102
29239170,1.1033434695391957,383.8518785512883,0.0,383.8518785512883,294.15,297.15,294.2063845799622
29239200,1.078521436213823,377.4186976501178,0.0,377.4186976501178,294.15,297.15,294.2072266076701
29239230,1.0537510500172202,370.9456022767574,0.0,370.9456022767574,294.15,297.15,294.2080795466922
29239260,1.0290483230403853,364.43594731769286,0.0,364.43594731769286,294.15,297.15,294.20893993484475
29239290,1.0044287037326411,357.89292672842925,0.0,357.89292672842925,294.15,297.15,294.20980518871824
29239320,0.9799072470677858,351.31963821675214,0.0,351.31963821675214,294.15,297.15,294.2106733467736
29239350,0.9554986668870341,344.7191158364024,0.0,344.7191158364024,294.15,297.15,294.21154294416266
29239380,0.9312172298064543,338.0943165845323,0.0,338.0943165845323,294.15,297.15,294.21241296231585
29239410,0.907076630126001,331.44808744636686,0.0,331.44808744636686,294.15,297.15,294.2132827995293
29239440,0.8830899050808394,324.78314230274333,0.0,324.78314230274333,294.15,297.15,294.2141522393932
29239470,0.8592693846539121,318.1020567916228,0.0,318.1020567916228,294.15,297.15,294.21502141383314
29239500,0.835626664831086,311.40726945002484,0.0,311.40726945002484,294.15,297.15,294.2158907638011
29239530,0.8121725999650727,304.701079464213,0.0,304.701079464213,294.15,297.15,294.21676100047665
29239560,0.7889173113452812,297.98564535986327,0.0,297.98564535986327,294.15,297.15,294.21763306852114
29239590,0.765870208727319,291.26299216227665,0.0,291.26299216227665,294.15,297.15,294.2185081120903
29239620,0.743040021846021,284.53502483619184,0.0,284.53502483619184,294.15,297.15,294.21938744394174
29239650,0.720434839420899,277.8035401652491,0.0,277.8035401652491,294.15,297.15,294.2202725178181
29239680,0.6980621535139135,271.0702354074099,0.0,271.0702354074099,294.15,297.15,294.22116490420063
29239710,0.6759289073855559,264.33671918803003,0.0,264.33671918803003,294.15,297.15,294.222066269461
29239740,0.6540415452738306,257.6045276559551,0.0,257.6045276559551,294.15,297.15,294.2229783583778
29239770,0.6324060627927145,250.8751418396819,0.0,250.8751418396819,294.15,297.15,294.22390297993553
29239800,0.6110280570655436,244.15000085521737,0.0,244.15000085521737,294.15,297.15,294.2248419960699
29239830,0.5899127758269971,237.43051252818805,0.0,237.43051252818805,294.15,297.15,294.2257973132684
29239860,0.569065164138681,230.71806906845862,0.0,230.71806906845862,294.15,297.15,294.2267708777701
29239890,0.5484899084239363,224.01406640388092,0.0,224.01406640388092,294.15,297.15,294.2277646733798
29239920,0.528191478042354,217.31991970590136,0.0,217.31991970590136,294.15,297.15,294.22878072154117
29239950,0.5081741643294689,210.63707310049125,0.0,210.63707310049125,294.15,297.15,294.2298210835888
29239980,0.4884421169114956,203.9670100102601,0.0,203.9670100102601,294.15,297.15,294.2308878651202
29240010,0.4689993772691651,197.31126986145156,0.0,197.31126986145156,294.15,297.15,294.2319832223985
29240040,0.44984990968463556,190.67146810167029,0.0,190.67146810167029,294.15,297.15,294.23310937067595
29240070,0.430997629785338,184.0493118984443,0.0,184.0493118984443,294.15,297.15,294.2342685943477
29240100,0.4124464309459734,177.44660996853415,0.0,177.44660996853415,294.15,297.15,294.23546325886787
29240130,0.39420020885589613,170.8652836823974,0.0,170.8652836823974,294.15,297.15,294.23669582439516
29240160,0.37626287625033616,164.30737947346776,0.0,164.30737947346776,294.15,297.15,294.2379688758052
29240190,0.3586383991413389,157.77511360001142,0.0,157.77511360001142,294.15,297.15,294.23928510447456
29240220,0.34133081947633254,151.27087201671816,0.0,151.27087201671816,294.15,297.15,294.240647347376
29240250,0.32434426827223417,144.79722830645497,0.0,144.79722830645497,294.15,297.15,294.2420586122575
29240280,0.30768298459342824,138.3569691987628,0.0,138.3569691987628,294.15,297.15,294.2435220995585
29240310,0.2913513394161571,131.9531206803418,0.0,131.9531206803418,294.15,297.15,294.24504122621255
29240340,0.2753538601917689,125.58897487109522,0.0,125.58897487109522,294.15,297.15,294.2466196528017
29240370,0.2596952562865328,119.26812025270031,0.0,119.26812025270031,294.15,297.15,294.24826131421526
29240400,0.24438044693326708,112.99447641520018,0.0,112.99447641520018,294.15,297.15,294.249970453848
29240430,0.2294145927739349,106.77233336918573,0.0,106.77233336918573,294.15,297.15,294.25175166160625
29240460,0.2148031318437949,100.60639584502744,0.0,100.60639584502744,294.15,297.15,294.2536099162232
29240490,0.2005518210430519,94.50183370453222,0.0,94.50183370453222,294.15,297.15,294.2555506325481
29240520,0.186666784385201,88.464339794339,0.0,88.464339794339,294.15,297.15,294.25757971460376
29240550,0.1731545695573204,82.50019649638269,0.0,82.50019649638269,294.15,297.15,294.25970361534445
29240580,0.16002221464092536,76.61635234941872,0.0,76.61635234941872,294.15,297.15,294.2619294042112
29240610,0.14727732725127615,70.82051051414189,0.0,70.82051051414189,294.15,297.15,294.26426484378123
29240640,0.13492817887673533,65.1212313348198,0.0,65.1212313348198,294.15,297.15,294.26671847705063
29240670,0.12298284700493015,59.527315434477934,0.0,59.527315434477934,294.15,297.15,294.2693033124445
29240700,0.11144658806085939,54.04570692186265,0.0,54.04570692186265,294.15,297.15,294.2720496698948
29240730,0.1003138202610825,48.67766246038097,0.0,48.67766246038097,294.15,297.15,294.275021613738
29240760,0.08958358733844199,43.430590528760206,0.0,43.430590528760206,294.15,297.15,294.278255237472
29240790,0.07927476324699846,38.323322790594126,0.0,38.323322790594126,294.15,297.15,294.2817477389735
29240820,0.06941202470836356,33.37815234242525,0.0,33.37815234242525,294.15,297.15,294.28549929390977
29240850,0.060020577648474314,28.618929397713604,0.0,28.618929397713604,294.15,297.15,294.28951566289953
29240880,0.05112911518023829,24.072748797488384,0.0,24.072748797488384,294.15,297.15,294.2938075354468
29240910,0.042769833943345895,19.770161214278108,0.0,19.770161214278108,294.15,297.15,294.29839084670766
29240940,0.034978953198752376,15.745743930837603,0.0,15.745743930837603,294.15,297.15,294.30328619375916
29240970,0.02779789469248782,12.038900522325465,0.0,12.038900522325465,294.15,297.15,294.3085191687344
29241000,0.021274522973059606,8.694766157113477,0.0,8.694766157113477,294.15,297.15,294.31412096714513
29241030,0.015464930098953484,5.765391689553231,0.0,5.765391689553231,294.15,297.15,294.3201288392989
29241060,0.010435672090769739,3.3111354464874956,0.0,3.3111354464874956,294.15,297.15,294.3265870122954
29241090,0.006266786354041594,1.4025426944605452,0.0,1.4025426944605452,294.15,297.15,294.33354756497806
29241120,0.0030558005059472073,0.12264869456661505,0.0,0.12264869456661505,294.15,297.15,294.34107172759906
29241150,0.0009229928627828546,0.0,0.12895689763652624,0.0,294.15,297.15,294.3492316733636
29241180,2.0094999491683724e-05,0.0,0.040250666350237274,0.0,294.15,297.15,294.3581123372362
29241210,4.886702825515165e-11,0.0,6.619317474519694e-05,0.0,294.15,297.15,294.3677411881705
29241240,1.5290184909326138e-16,4.1161218978585463e-07,0.0,4.1161218978585463e-07,294.15,297.15,294.3780163234266
