time,reaQFloHea_y,reaQHeaPumCon_y,reaQHeaPumEva_y
1483920,10485.426303214765,10578.275880898977,-7347.509620628369
1483950,10485.605532179072,10578.233205097431,-7347.302485972777
1483980,10485.776677844704,10578.183109098794,-7347.088922999691
1484010,10485.939928367465,10578.125823877424,-7346.869141014424
1484040,10486.095474040496,10578.061580219162,-7346.643349149451
1484070,10486.243507090694,10577.99060876445,-7346.411756364412
1484100,10486.38421524199,10577.913132737,-7346.174565223984
1484130,10486.514918034565,10577.827551521406,-7345.930476168595
1484160,10486.640223986502,10577.737478908859,-7345.682564482658
1484190,10486.760061700492,10577.642499985945,-7345.430451653674
1484220,10486.874050060747,10577.542077745522,-7345.173663417583
1484250,10486.981863642133,10577.436150426527,-7344.912166071217
1484280,10487.083501451416,10577.324913480019,-7344.646144549908
1484310,10487.17908485559,10577.208637169088,-7344.375848257094
1484340,10487.268805248706,10577.087601473153,-7344.101532645501
1484370,10487.352884831453,10576.96207591128,-7343.823442106304
1484400,10487.431556139867,10576.832316694925,-7343.5418084135945
1484430,10487.505051592587,10576.698569433716,-7343.25685331693
1484460,10487.573599242885,10576.561072597322,-7342.968791825237
1484490,10487.637421839661,10576.420060280374,-7342.677835317868
1484520,10487.69673741392,10576.275764059452,-7342.384192581625
1484550,10487.75176037637,10576.12841413782,-7342.088071366291
1484580,10487.802702616298,10575.978239983466,-7341.789678557463
1484610,10487.849774399538,10575.825470668282,-7341.489220867903
1484640,10487.893185028304,10575.670335046296,-7341.186904837534
1484670,10487.933143285796,10575.513061836242,-7340.882936487769
1484700,10487.969853640001,10575.353877653379,-7340.577520457331
1484730,10488.003517727406,10575.193008021248,-7340.270860347918
1484760,10488.034356041731,10575.030688079109,-7339.9631677117195
1484790,10488.062578886875,10574.867146567816,-7339.6546489158245
1484820,10488.088394968516,10574.702611333507,-7339.345509290299
1484850,10488.112012536394,10574.537310079875,-7339.035953819536
1484880,10488.071812748898,10574.382353064882,-7338.737680959418
1484910,10486.059019032939,10565.009135190188,-7331.400624958669
1484940,10481.643846482462,10553.96941421758,-7322.892073643039
1484970,10475.359403964687,10543.21681140455,-7314.698436947487
1485000,10467.87384199817,10532.631744468259,-7306.694734884843
1485030,10459.569760776463,10522.13553568247,-7298.802445296802
1485060,10451.047387112227,10511.642807150933,-7290.925289986529
1485090,10442.36113894939,10501.142194353128,-7283.052119946193
1485120,10433.548121504233,10490.62402492151,-7275.17404963813
1485150,10424.649790208707,10480.081263456519,-7267.283733154503
1485180,10415.693714157962,10469.509909101283,-7259.37676039263
1485210,10406.694959989854,10458.908052079933,-7251.450920597554
1485240,10397.660897608936,10448.274987635312,-7243.50529738879
1485270,10388.59481333868,10437.61064932381,-7235.539658992247
1485300,10379.497977938167,10426.915295803481,-7227.554118443165
1485330,10370.370711084835,10416.189349170192,-7219.548959885172
1485360,10361.212908954385,10405.433313890579,-7211.524551114886
1485390,10352.0243041895,10394.647736346533,-7203.48130175542
1485420,10342.804594121977,10383.833184419696,-7195.419641133279
1485450,10333.553503119398,10372.990236965163,-7187.34000790815
1485480,10324.270811309387,10362.119478245266,-7179.242843850786
1485510,10314.9563659376,10351.221494886053,-7171.1285919417915
1485540,10305.61008379665,10340.296874124644,-7162.997693951917
1485570,10296.231949176128,10329.346202744748,-7154.850589923548
1485600,10286.822022568296,10318.370121754653,-7146.687758960172
1485630,10277.380411326758,10307.369184168145,-7138.509612586106
1485660,10267.90727230198,10296.343949774218,-7130.316566473753
1485690,10258.40281083008,10285.294994915306,-7122.109048221246
1485720,10248.867275689037,10274.222896766945,-7113.887485253886
1485750,10239.30095462116,10263.128230630926,-7105.652302750094
1485780,10229.704170109837,10252.0115690668,-7097.403923295741
1485810,10220.077275534277,10240.8734816412,-7089.142766192799
1485840,10210.42065171322,10229.714534854293,-7080.8692483235245
1485870,10200.734703800783,10218.535292122519,-7072.583783286276
1485900,10191.019847336473,10207.336294968292,-7064.2867677414115
1485930,10181.26729995674,10196.112684324473,-7055.97589950333
1485960,10171.492059143835,10184.87305373182,-7047.655402183857
1485990,10161.692689410125,10173.617301715354,-7039.325522766718
1486020,10151.866815581658,10162.344572541224,-7030.986077699276
1486050,10142.014439158385,10151.055099290063,-7022.637317767666
1486080,10132.136055922043,10139.749325592657,-7014.279566522297
1486110,10122.23221793962,10128.427733842316,-7005.913164970089
1486140,10112.303463835811,10117.090821667443,-6997.5384684634155
1486170,10102.350321565928,10105.73909752453,-6989.155843416199
1486200,10092.373317419797,10094.373076616272,-6980.765663674345
1486230,10082.372980987731,10082.993277113952,-6972.368306540494
1486260,10072.349846704643,10071.600217502275,-6963.964150354305
1486290,10062.304453608387,10060.194414942998,-6955.55357241842
1486320,10052.237344257785,10048.77638441203,-6947.136949344132
1486350,10042.149063996112,10037.346638156389,-6938.714654977343
1486380,10032.04015979096,10025.905685493939,-6930.28706160843
1486410,10021.911179219609,10014.454031854126,-6921.854538416704
1486440,10011.762669865646,10002.992182163212,-6913.417454927151
1486470,10001.59517877461,9991.52063568866,-6904.976175998166
1486500,9991.409277628516,9980.039911070897,-6896.5310810064275
1486530,9981.205504680493,9968.55049571992,-6888.082526341329
1486560,9970.984385799185,9957.052865750877,-6879.630859750426
1486590,9960.746458930527,9945.54750694723,-6871.176436931763
1486620,9950.492261934585,9934.034903556645,-6862.719612373528
1486650,9940.222330961362,9922.515536980214,-6854.260738835542
1486680,9929.93719970862,9910.989885391553,-6845.800166312238
1486710,9919.63739902722,9899.45842363761,-6837.338242896842
1486740,9909.32345668204,9887.921623227268,-6828.875313917196
1486770,9898.995897186971,9876.379952333502,-6820.411722627097
1486800,9888.655214448481,9864.833842196827,-6811.947782898097
1486830,9878.297625525633,9853.281497528276,-6803.483089428001
1486860,9867.928716654455,9841.719970575605,-6795.012628913843
1486890,9857.546492940935,9830.147784937915,-6786.535215868308
1486920,9847.148358756633,9818.563509255018,-6778.049860628127
1486950,9836.733027053058,9806.96641363774,-6769.555876685702
1486980,9826.299745358627,9795.356227800625,-6761.052929774745
1487010,9815.848089779285,9783.732964101557,-6752.5409377977985
1487040,9805.377886249176,9772.096795241177,-6744.019968161196
1487070,9794.889150150875,9760.447975291601,-6735.490166047813
1487100,9784.382031003577,9748.786792962588,-6726.95171103504
1487130,9773.856765966262,9737.113546220131,-6718.4047939346565
1487160,9763.31364452563,9725.428529675648,-6709.84960573128
1487190,9752.752983797604,9713.732029113076,-6701.286331360238
1487220,9742.175112397137,9702.024319683149,-6692.715148843392
1487250,9731.580360570762,9690.305665933241,-6684.136229116292
1487280,9720.969054596882,9678.57632265625,-6675.549736028186
1487310,9710.341513948286,9666.836536068899,-6666.955827551869
1487340,9699.698050157975,9655.08654506789,-6658.354656820707
1487370,9689.03896668423,9643.326582447124,-6649.746372474309
1487400,9678.364574311461,9631.556888640536,-6641.131129374413
1487430,9667.675157995602,9619.777684108298,-6632.509067691625
1487460,9656.970991100634,9607.989181863728,-6623.880323448476
1487490,9646.252349374989,9596.191599231981,-6615.245035260042
1487520,9635.519505207594,9584.38515287123,-6606.6033419142395
1487550,9624.77272757323,9572.570058755744,-6597.955382198984
1487580,9614.012282440888,9560.74653248508,-6589.301294383682
1487610,9603.238433275244,9548.914789657012,-6580.641217429085
1487640,9592.451441519968,9537.075046208693,-6571.97529064162
1487670,9581.65156703473,9525.227518724612,-6563.303654364731
1487700,9570.839055918586,9513.372412207194,-6554.626440472866
1487730,9560.009416549983,9501.50992234166,-6545.944708282506
1487760,9549.170159291662,9489.640342207085,-6537.257358724715
1487790,9538.32096599126,9477.763897823188,-6528.564581401415
1487820,9527.461036551227,9465.880843543948,-6519.866674110339
1487850,9516.589886204265,9453.991401601852,-6511.163923414827
1487880,9505.70760945801,9442.095781778547,-6502.456499904761
1487910,9494.814428781106,9430.194195406566,-6493.744556886342
1487940,9483.910619056422,9418.2868584186,-6485.02824040663
1487970,9472.996460651158,9406.37399235663,-6476.307697376869
1488000,9462.072229411264,9394.455823458691,-6467.583077819364
1488030,9451.138194974248,9382.53258175607,-6458.854534521807
1488060,9440.19462235671,9370.60450022335,-6450.122222691605
1488090,9429.241773755506,9358.671814176116,-6441.386299610209
1488120,9418.27990992966,9346.734760876578,-6432.646924633106
1488150,9407.3092910778,9334.79357926153,-6423.904258325645
1488180,9396.330177335034,9322.84850976353,-6415.1584624630295
1488210,9385.342829026373,9310.899794179997,-6406.409700548831
1488240,9374.347506778042,9298.947675588122,-6397.658136950806
1488270,9363.344471547623,9286.99239824559,-6388.903936900893
1488300,9352.333978349121,9275.034201387178,-6380.147262865645
1488330,9341.3162738298,9263.073316891503,-6371.388271607999
1488360,9330.29163641872,9251.110008592892,-6362.627143915202
1488390,9319.260331255344,9239.144527620589,-6353.864050895645
1488420,9308.222621632727,9227.17712408705,-6345.099163484879
1488450,9297.178770334327,9215.208048258393,-6336.332652964131
1488480,9286.129040024369,9203.237550086982,-6327.564690614625
1488510,9275.073693353825,9191.26588342469,-6318.795451174325
1488540,9264.012992977623,9179.293296858828,-6310.02510454176
1488570,9252.947201541174,9167.32004639261,-6301.253828220281
1488600,9241.876542197338,9155.346341044527,-6292.481763590355
1488630,9230.800231199244,9143.376208027788,-6283.712742442877
1488660,9219.720803664355,9131.405559742716,-6274.9426573123255
1488690,9208.638370181001,9119.43403026825,-6266.171105661893
1488720,9197.55223395274,9107.46200020052,-6257.398425560276
1488750,9186.462445542373,9095.4906234577,-6248.625662842689
1488780,9175.36917950248,9083.520213959426,-6239.853059653428
1488810,9164.272754785012,9071.551154929331,-6231.080916555614
1488840,9153.173479247285,9059.583708156337,-6222.309418484576
1488870,9142.071661305521,9047.618143104059,-6213.538756770604
1488900,9130.967591428958,9035.654713642643,-6204.769108052863
1488930,9119.861549669158,9023.69367572789,-6196.000651217397
1488960,9108.75380713771,9011.735284104681,-6187.233564286065
1488990,9097.6446298345,8999.779794388241,-6178.46802614491
1489020,9086.534280502567,8987.827462413961,-6169.704216025649
1489050,9075.423020088907,8975.878544367062,-6160.942314024182
1489080,9064.311108485483,8963.933296603,-6152.18250023641
1489110,9053.19880497136,8951.991975619563,-6143.424955276745
1489140,9042.086368420132,8940.054837999274,-6134.669860105269
1489170,9030.974057402804,8928.122140381867,-6125.917395682068
1489200,9019.862126554643,8916.1941357598,-6117.167740893185
1489230,9008.75080313126,8904.271049939165,-6108.4210547484345
1489260,8997.640370412519,8892.353165534283,-6099.6775377384565
1489290,8986.531092234985,8880.440745322529,-6090.937376526947
1489320,8975.423227995982,8868.534048093963,-6082.200754666544
1489350,8964.317035484344,8856.633331270574,-6073.467855018533
1489380,8953.212771783732,8844.738850917209,-6064.738859580019
1489410,8942.110693567318,8832.850865558457,-6056.013952940661
1489440,8931.011057193484,8820.969631928661,-6047.2933181345825
1489470,8919.914118738003,8809.09540384079,-6038.577135603357
1489500,8908.820113012513,8797.228419436005,-6029.865575764028
1489530,8897.73196042561,8785.376356420586,-6021.165083007907
1489560,8886.64758158498,8773.53025553734,-6012.468015184958
1489590,8875.566599138634,8761.689785556277,-6003.774081410918
1489620,8864.488621125505,8749.85562266057,-5995.083853256944
1489650,8853.414433777427,8738.02951121831,-5986.398770453217
1489680,8842.344344293375,8726.211912089684,-5977.719192327357
1489710,8831.278766591862,8714.40328592836,-5969.04547336755
1489740,8820.218031096381,8702.603929422841,-5960.377831002437
1489770,8809.162452686933,8690.814124630304,-5951.716470389248
1489800,8798.112319293372,8679.034132719604,-5943.061579920047
1489830,8787.067905257201,8667.264211959508,-5934.413346085696
1489860,8776.029474939349,8655.504618237284,-5925.7719536486875
1489890,8764.997287095477,8643.755607071067,-5917.13758754435
1489920,8753.971597081321,8632.017433679874,-5908.510432880852
1489950,8742.952658326029,8620.290353119648,-5899.890674593522
1489980,8731.940723105015,8608.57462022918,-5891.2784981362
1490010,8720.936042967456,8596.870489618199,-5882.674088444216
1490040,8709.938868936984,8585.178215616039,-5874.077630625737
1490070,8698.949451606644,8573.49805225374,-5865.489310307438
1490100,8687.968036473498,8561.830248557078,-5856.909308795079
1490130,8676.994850502851,8550.175035132648,-5848.337794777332
1490160,8666.030164364693,8538.532686304752,-5839.774968572002
1490190,8655.074231608562,8526.903459075222,-5831.221018398313
1490220,8644.127302263902,8515.287607163364,-5822.676130055781
1490250,8633.189624940382,8503.685382891432,-5814.140488652571
1490280,8622.261447473109,8492.097037798148,-5805.61427877834
1490310,8611.343017116367,8480.522822825242,-5797.097684677071
1490340,8600.434580592371,8468.962988373543,-5788.590890592746
1490370,8589.536384090852,8457.417784286668,-5780.094080596512
1490400,8578.648645483496,8445.887433110986,-5771.60741871045
1490430,8567.777029195147,8434.38182521513,-5763.1388621660035
1490460,8556.914904568246,8422.887520195625,-5754.677520691968
1490490,8546.06244132264,8411.405618683166,-5746.224288200048
1490520,8535.220441039377,8399.938105981824,-5737.780766022797
1490550,8524.389610555027,8388.486171601244,-5729.3479006142925
1490580,8513.57039147143,8377.050353944745,-5720.926110239487
1490610,8502.763133367433,8365.63098498121,-5712.5156462030245
1490640,8491.968130202975,8354.228314637292,-5704.116694304419
1490670,8481.18564108465,8342.842560629533,-5695.72941493618
1490700,8470.41590165245,8331.473925825676,-5687.35395777494
1490730,8459.659131241553,8320.122604253289,-5678.990465929532
1490760,8448.915537369583,8308.788783020036,-5670.639077842199
1490790,8438.185318478505,8297.472642862034,-5662.299927115754
1490820,8427.468665545148,8286.174358274982,-5653.973143032091
1490850,8416.765763005358,8274.894097570137,-5645.658850379348
1490880,8406.076789274844,8263.632022910453,-5637.357169279072
1490910,8395.401917049527,8252.388290379102,-5629.068215877563
1490940,8384.741313494258,8241.163050077705,-5620.792101308854
1490970,8374.095140378737,8229.95644623176,-5612.52893307741
1491000,8363.463551961862,8218.768615573377,-5604.278812638407
1491030,8352.846697695359,8207.599689515931,-5596.041837817448
1491060,8342.244727676783,8196.449798448622,-5587.818105748791
1491090,8331.657783775103,8185.31906484309,-5579.607707690243
1491120,8321.086002574582,8174.207605652644,-5571.4107307515305
1491150,8310.52951580419,8163.115532674575,-5563.227258412806
1491180,8299.988450552739,8152.042952767018,-5555.057370351815
1491210,8289.462929418904,8140.989968021755,-5546.90114313524
1491240,8278.953070642205,8129.956675926236,-5538.758649527357
1491270,8268.458988229497,8118.9431695155445,-5530.629959527051
1491300,8257.980774653939,8107.9495274681585,-5522.5151329358405
1491330,8247.52733878055,8096.989034776249,-5514.424697067742
1491360,8237.088906975934,8086.045668938297,-5506.345914890804
1491390,8226.664227849253,8075.117958355345,-5498.277628225919
1491420,8216.252984120876,8064.206560345164,-5490.22038375575
1491450,8205.857213208075,8053.314454382775,-5482.1765408748615
1491480,8195.47720391814,8042.44204947883,-5474.146422615153
1491510,8185.113423833129,8031.589847099245,-5466.130421661735
1491540,8174.766071559244,8020.757989436659,-5458.128647074603
1491570,8164.435323872698,8009.946599359273,-5450.141192704114
1491600,8154.121301077002,7999.155746055803,-5442.1681107469685
1491630,8143.824103722599,7988.3854901837185,-5434.209447350581
1491660,8133.543816098861,7977.635882447904,-5426.265241230385
1491690,8123.280513353417,7966.906969814372,-5418.3355281635895
1491720,8113.034264130026,7956.198795740464,-5410.420342026199
1491750,8102.805132672869,7945.511401060786,-5402.519714447339
1491780,8092.593179790282,7934.844824115682,-5394.633675327769
1491810,8082.3984634834715,7924.199100952847,-5386.762252839881
1491840,8072.221039274568,7913.574265414008,-5378.90547377337
1491870,8062.060960417804,7902.970349239202,-5371.063363189569
1491900,8051.918277503781,7892.387382188754,-5363.235944939948
1491930,8041.793036250272,7881.825392256154,-5355.423242184634
1491960,8031.685287596563,7871.284405664606,-5347.625275491198
1491990,8021.5950775786405,7860.764446675908,-5339.842064735872
1492020,8011.522449796931,7850.2655378388945,-5332.073628239348
1492050,8001.467445947938,7839.787700087042,-5324.319983285303
1492080,7991.43010603799,7829.330952837988,-5316.5811464660665
1492110,7981.41046849091,7818.895314068484,-5308.857132991272
1492140,7971.408570219871,7808.480800392411,-5301.147957033533
1492170,7961.424446686956,7798.087427123256,-5293.453632074119
1492200,7951.458128925056,7787.715209824099,-5285.7741724584785
1492230,7941.519547778047,7777.377961978246,-5278.120468457818
1492260,7931.599461031386,7767.061783249395,-5270.481540271492
1492290,7921.697670609652,7756.766718935119,-5262.85743266422
1492320,7911.8140613546075,7746.492801886149,-5255.248178993497
1492350,7901.948570295129,7736.24005598952,-5247.653802765121
1492380,7892.101167169903,7726.00849915157,-5240.074322299788
1492410,7882.2718420911715,7715.798145209385,-5232.50975194295
1492440,7872.460597733363,7705.60900515234,-5224.960103274669
1492470,7862.667444392802,7695.441087909768,-5217.425385800965
1492500,7852.892396868782,7685.294400864447,-5209.905608163679
1492530,7843.135472497628,7675.168950182764,-5202.400777621952
1492560,7833.396689917165,7665.064741035078,-5194.91090091642
1492590,7823.676068293005,7654.98177774138,-5187.435983923531
1492620,7813.973626845509,7644.920063895371,-5179.976031828388
1492650,7804.289384551565,7634.879602411472,-5172.531049816093
1492680,7794.623359972012,7624.860395602306,-5165.101042207567
1492710,7784.97557114525,7614.862445199866,-5157.686013150891
1492740,7775.346035534846,7604.885752410582,-5150.285966275636
1492770,7765.734770000555,7594.930317929054,-5142.900904865702
1492800,7756.141790790517,7584.996141972496,-5135.530832204986
1492830,7746.5671714928485,7575.083218824268,-5128.17574449108
1492860,7737.010790916983,7565.191561624849,-5120.835659699007
1492890,7727.472749062484,7555.32115987047,-5113.510569705439
1492920,7717.953057291192,7545.472012421457,-5106.200476757253
1492950,7708.451727181043,7535.644117638922,-5098.905382582819
1492980,7698.968770403747,7525.83747342448,-5091.625288910502
1493010,7689.5041985088,7516.052077261496,-5084.360196777324
1493040,7680.058022790144,7506.28792624838,-5077.110107220305
1493070,7670.630254210248,7496.54501713202,-5069.875021103629
1493100,7661.220903351677,7486.823346316003,-5062.654938600132
1493130,7651.829090177145,7477.121744488954,-5055.448944539188
1493160,7642.452598306215,7467.437028355588,-5048.254533652008
1493190,7633.0914785165005,7457.769562621184,-5041.07200390916
1493220,7623.746480294962,7448.120809797792,-5033.902519366201
1493250,7614.418956825473,7438.492515193459,-5026.747455630878
1493280,7605.109344092417,7428.885113918772,-5019.607155265643
1493310,7595.81792442808,7419.298819207032,-5012.481786613496
1493340,7586.544839960618,7409.733694238842,-5005.371400488445
1493370,7577.290171766276,7400.189757636879,-4998.276013309982
1493400,7568.0539642095755,7390.667008619434,-4991.1956273249825
1493430,7558.83624194196,7381.1654400486195,-4984.130239940898
1493460,7549.637018660212,7371.685042580326,-4977.079847355318
1493490,7540.456302199325,7362.225806261781,-4970.044445247324
1493520,7531.294097318252,7352.787721035272,-4963.024029468834
1493550,7522.150407207449,7343.370776861708,-4956.018596044602
1493580,7513.025234269965,7333.974963738113,-4949.028140826548
1493610,7503.918580508098,7324.600271673423,-4942.052660012261
1493640,7494.83044769842,7315.246690651911,-4935.09214945366
1493670,7485.7608374625715,7305.914210615272,-4928.146605348335
1493700,7476.709751572312,7296.602822303795,-4921.216024239552
1493730,7467.677192070355,7287.312517358548,-4914.300403880434
1493760,7458.663159667544,7278.043283241608,-4907.399738221692
1493790,7449.667655205921,7268.795109098858,-4900.514022423899
1493820,7440.690679364571,7259.567984157028,-4893.64325251181
1493850,7431.732232633537,7250.361897544224,-4886.787423645993
1493880,7422.792315289114,7241.176838208949,-4879.946531505531
1493910,7413.870927366696,7232.012794884224,-4873.120571250995
1493940,7404.9680686354295,7222.8697560555565,-4866.309537697283
1493970,7396.08373857576,7213.747709945196,-4859.5134261778
1494000,7387.217936828099,7204.646650723185,-4852.7322365197115
1494030,0.0,-7.424745591126468e-12,0.0
1494060,0.0,-7.424745591126468e-12,0.0
1494090,0.0,-7.424745591126468e-12,0.0
1494120,0.0,-7.424745591126468e-12,0.0
1494150,0.0,-7.424745591126468e-12,0.0
1494180,0.0,-7.424745591126468e-12,0.0
1494210,0.0,-7.424745591126468e-12,0.0
1494240,0.0,-7.424745591126468e-12,0.0
1494270,0.0,-7.424745591126468e-12,0.0
1494300,0.0,-7.424745591126468e-12,0.0
1494330,0.0,-7.424745591126468e-12,0.0
1494360,0.0,-7.424745591126468e-12,0.0
1494390,0.0,-7.424745591126468e-12,0.0
1494420,0.0,-7.424745591126468e-12,0.0
1494450,0.0,-7.424745591126468e-12,0.0
1494480,0.0,-7.424745591126468e-12,0.0
1494510,0.0,-7.424745591126468e-12,0.0
1494540,0.0,-7.424745591126468e-12,0.0
1494570,0.0,-7.424745591126468e-12,0.0
1494600,0.0,-7.424745591126468e-12,0.0
1494630,0.0,-7.424745591126468e-12,0.0
1494660,0.0,-7.424745591126468e-12,0.0
1494690,0.0,-7.424745591126468e-12,0.0
1494720,0.0,-7.424745591126468e-12,0.0
1494750,0.0,-7.424745591126468e-12,0.0
1494780,0.0,-7.424745591126468e-12,0.0
1494810,0.0,-7.424745591126468e-12,0.0
1494840,0.0,-7.424745591126468e-12,0.0
1494870,0.0,-7.424745591126468e-12,0.0
1494900,0.0,-7.424745591126468e-12,0.0
1494930,0.0,-7.424745591126468e-12,0.0
1494960,0.0,-7.424745591126468e-12,0.0
1494990,0.0,-7.424745591126468e-12,0.0
1495020,0.0,-7.424745591126468e-12,0.0
1495050,0.0,-7.424745591126468e-12,0.0
1495080,0.0,-7.424745591126468e-12,0.0
1495110,0.0,-7.424745591126468e-12,0.0
1495140,0.0,-7.424745591126468e-12,0.0
1495170,0.0,-7.424745591126468e-12,0.0
1495200,0.0,-7.424745591126468e-12,0.0
1495230,0.0,-7.424745591126468e-12,0.0
1495260,0.0,-7.424745591126468e-12,0.0
1495290,0.0,-7.424745591126468e-12,0.0
1495320,0.0,-7.424745591126468e-12,0.0
1495350,0.0,-7.424745591126468e-12,0.0
1495380,0.0,-7.424745591126468e-12,0.0
1495410,0.0,-7.424745591126468e-12,0.0
1495440,0.0,-7.424745591126468e-12,0.0
1495470,0.0,-7.424745591126468e-12,0.0
1495500,0.0,-7.424745591126468e-12,0.0
1495530,0.0,-7.424745591126468e-12,0.0
1495560,0.0,-7.424745591126468e-12,0.0
1495590,0.0,-7.424745591126468e-12,0.0
1495620,0.0,-7.424745591126468e-12,0.0
1495650,0.0,-7.424745591126468e-12,0.0
1495680,0.0,-7.424745591126468e-12,0.0
1495710,0.0,-7.424745591126468e-12,0.0
1495740,0.0,-7.424745591126468e-12,0.0
1495770,0.0,-7.424745591126468e-12,0.0
1495800,0.0,-7.424745591126468e-12,0.0
1495830,0.0,-7.424745591126468e-12,0.0
1495860,0.0,-7.424745591126468e-12,0.0
1495890,0.0,-7.424745591126468e-12,0.0
1495920,0.0,-7.424745591126468e-12,0.0
1495950,0.0,-7.424745591126468e-12,0.0
1495980,0.0,-7.424745591126468e-12,0.0
1496010,0.0,-7.424745591126468e-12,0.0
1496040,0.0,-7.424745591126468e-12,0.0
1496070,0.0,-7.424745591126468e-12,0.0
1496100,0.0,-7.424745591126468e-12,0.0
1496130,0.0,-7.424745591126468e-12,0.0
1496160,0.0,-7.424745591126468e-12,0.0
1496190,0.0,-7.424745591126468e-12,0.0
1496220,0.0,-7.424745591126468e-12,0.0
1496250,0.0,-7.424745591126468e-12,0.0
1496280,0.0,-7.424745591126468e-12,0.0
1496310,0.0,-7.424745591126468e-12,0.0
1496340,0.0,-7.424745591126468e-12,0.0
1496370,0.0,-7.424745591126468e-12,0.0
1496400,0.0,-7.424745591126468e-12,0.0
1496430,0.0,-7.424745591126468e-12,0.0
1496460,0.0,-7.424745591126468e-12,0.0
1496490,0.0,-7.424745591126468e-12,0.0
1496520,0.0,-7.424745591126468e-12,0.0
1496550,0.0,-7.424745591126468e-12,0.0
1496580,0.0,-7.424745591126468e-12,0.0
1496610,0.0,-7.424745591126468e-12,0.0
1496640,0.0,-7.424745591126468e-12,0.0
1496670,0.0,-7.424745591126468e-12,0.0
1496700,0.0,-7.424745591126468e-12,0.0
1496730,0.0,-7.424745591126468e-12,0.0
1496760,0.0,-7.424745591126468e-12,0.0
1496790,0.0,-7.424745591126468e-12,0.0
1496820,0.0,-7.424745591126468e-12,0.0
1496850,0.0,-7.424745591126468e-12,0.0
1496880,0.0,-7.424745591126468e-12,0.0
1496910,0.0,-7.424745591126468e-12,0.0
1496940,0.0,-7.424745591126468e-12,0.0
1496970,0.0,-7.424745591126468e-12,0.0
1497000,0.0,-7.424745591126468e-12,0.0
1497030,0.0,-7.424745591126468e-12,0.0
1497060,0.0,-7.424745591126468e-12,0.0
1497090,0.0,-7.424745591126468e-12,0.0
1497120,0.0,-7.424745591126468e-12,0.0
1497150,0.0,-7.424745591126468e-12,0.0
1497180,0.0,-7.424745591126468e-12,0.0
1497210,0.0,-7.424745591126468e-12,0.0
1497240,0.0,-7.424745591126468e-12,0.0
1497270,0.0,-7.424745591126468e-12,0.0
1497300,0.0,-7.424745591126468e-12,0.0
1497330,0.0,-7.424745591126468e-12,0.0
1497360,0.0,-7.424745591126468e-12,0.0
1497390,0.0,-7.424745591126468e-12,0.0
1497420,0.0,-7.424745591126468e-12,0.0
1497450,0.0,-7.424745591126468e-12,0.0
1497480,0.0,-7.424745591126468e-12,0.0
1497510,0.0,-7.424745591126468e-12,0.0
1497540,0.0,-7.424745591126468e-12,0.0
1497570,0.0,-7.424745591126468e-12,0.0
1497600,0.0,-7.424745591126468e-12,0.0
1497630,0.0,-7.424745591126468e-12,0.0
1497660,0.0,-7.424745591126468e-12,0.0
1497690,0.0,-7.424745591126468e-12,0.0
1497720,0.0,-7.424745591126468e-12,0.0
1497750,0.0,-7.424745591126468e-12,0.0
1497780,0.0,-7.424745591126468e-12,0.0
1497810,0.0,-7.424745591126468e-12,0.0
1497840,0.0,-7.424745591126468e-12,0.0
1497870,0.0,-7.424745591126468e-12,0.0
1497900,0.0,-7.424745591126468e-12,0.0
1497930,0.0,-7.424745591126468e-12,0.0
1497960,0.0,-7.424745591126468e-12,0.0
1497990,0.0,-7.424745591126468e-12,0.0
1498020,0.0,-7.424745591126468e-12,0.0
1498050,0.0,-7.424745591126468e-12,0.0
1498080,0.0,-7.424745591126468e-12,0.0
1498110,0.0,-7.424745591126468e-12,0.0
1498140,0.0,-7.424745591126468e-12,0.0
1498170,0.0,-7.424745591126468e-12,0.0
1498200,0.0,-7.424745591126468e-12,0.0
1498230,0.0,-7.424745591126468e-12,0.0
1498260,0.0,-7.424745591126468e-12,0.0
1498290,0.0,-7.424745591126468e-12,0.0
1498320,0.0,-7.424745591126468e-12,0.0
1498350,0.0,-7.424745591126468e-12,0.0
1498380,0.0,-7.424745591126468e-12,0.0
1498410,0.0,-7.424745591126468e-12,0.0
1498440,0.0,-7.424745591126468e-12,0.0
1498470,0.0,-7.424745591126468e-12,0.0
1498500,0.0,-7.424745591126468e-12,0.0
1498530,0.0,-7.424745591126468e-12,0.0
1498560,0.0,-7.424745591126468e-12,0.0
1498590,0.0,-7.424745591126468e-12,0.0
1498620,0.0,-7.424745591126468e-12,0.0
1498650,0.0,-7.424745591126468e-12,0.0
1498680,0.0,-7.424745591126468e-12,0.0
1498710,0.0,-7.424745591126468e-12,0.0
1498740,0.0,-7.424745591126468e-12,0.0
1498770,0.0,-7.424745591126468e-12,0.0
1498800,0.0,-7.424745591126468e-12,0.0
1498830,0.0,-7.424745591126468e-12,0.0
1498860,0.0,-7.424745591126468e-12,0.0
1498890,0.0,-7.424745591126468e-12,0.0
1498920,0.0,-7.424745591126468e-12,0.0
1498950,0.0,-7.424745591126468e-12,0.0
1498980,0.0,-7.424745591126468e-12,0.0
1499010,0.0,-7.424745591126468e-12,0.0
1499040,0.0,-7.424745591126468e-12,0.0
1499070,0.0,-7.424745591126468e-12,0.0
1499100,0.0,-7.424745591126468e-12,0.0
1499130,0.0,-7.424745591126468e-12,0.0
1499160,0.0,-7.424745591126468e-12,0.0
