time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y,fcu_reaPHea_y
29094480,5.085321133735323e-213,0.0,3.92926184377189e-105,0.0
29094510,2.3154533681638452e-213,0.0,2.636259038836082e-105,0.0
29094540,4.2883448354270883e-215,0.0,3.5672237963734634e-106,0.0
29094570,1.4094754841265173e-216,2.14341311584425e-106,0.0,2.14341311584425e-106
29094600,3.733923459769114e-217,1.09690845574123e-106,0.0,1.09690845574123e-106
29094630,4.6128315202455097e-219,1.2122159227749563e-107,0.0,1.2122159227749563e-107
29094660,3.3753354474727404e-220,0.0,9.780985981079649e-109,0.0
29094690,5.848675465704624e-221,0.0,4.048164297247524e-109,0.0
29094720,4.354560157920663e-223,0.0,3.4730054326765584e-110,0.0
29094750,7.34661304454723e-224,4.727794633095708e-110,0.0,4.727794633095708e-110
29094780,8.895315842726895e-225,1.6356785223312538e-110,0.0,1.6356785223312538e-110
29094810,3.2853013587337013e-227,9.88340685800077e-112,0.0,9.88340685800077e-112
29094840,1.4922578441519098e-227,0.0,1.9868445797929667e-112,0.0
29094870,1.312009926982756e-228,0.0,5.857499738049695e-113,0.0
29094900,1.49814340096805e-231,0.0,1.967988563831475e-114,0.0
29094930,2.8725781551782154e-231,9.031573143745302e-114,0.0,9.031573143745302e-114
29094960,1.872355965012821e-232,2.2925854317784283e-114,0.0,2.2925854317784283e-114
29094990,3.5253941280537973e-237,9.891001958832125e-117,0.0,9.891001958832125e-117
29095020,5.291022511031686e-235,0.0,3.614383510061832e-116,0.0
29095050,2.575882133084282e-236,0.0,7.929321875074871e-117,0.0
29095080,2.158403876509754e-239,7.607272990496338e-118,0.0,7.607272990496338e-118
29095110,9.383140750583827e-239,1.5770670121401425e-117,0.0,1.5770670121401425e-117
29095140,3.397184104544707e-240,2.9836771608994658e-118,0.0,2.9836771608994658e-118
29095170,1.574375467356428e-242,0.0,6.0588075762574006e-120,0.0
29095200,1.6086641535887366e-242,0.0,6.0895990705486704e-120,0.0
29095230,6.929052799046768e-249,0.0,3.666845104337764e-123,0.0
29095260,2.043387129425503e-250,0.0,5.759356420801846e-124,0.0
29095290,6.0895111239647225e-252,3.0201101877253713e-124,0.0,3.0201101877253713e-124
29095320,1.1358577824926358e-251,0.0,1.1227685677149194e-124,0.0
29095350,1.6995607769259922e-253,4.1324711442311687e-125,0.0,4.1324711442311687e-125
29095380,2.7666843122290106e-250,1.4957442583818951e-123,0.0,1.4957442583818951e-123
29095410,4.085133883877313e-251,0.0,1.535154383459115e-124,0.0
29095440,1.2253983500834155e-259,2.472056576128333e-128,0.0,2.472056576128333e-128
29095470,5.007221020007596e-254,0.0,4.132656226547113e-126,0.0
29095500,3.588235602260383e-253,3.1664532027693136e-125,0.0,3.1664532027693136e-125
29095530,3.246387292446816e-255,0.0,7.60427599153545e-127,0.0
29095560,8.91818365109188e-255,3.439309255788029e-126,0.0,3.439309255788029e-126
29095590,1.670229262776772e-256,0.0,1.1103737218321217e-127,0.0
29095620,2.901376033564254e-256,3.5988733117151294e-127,0.0,3.5988733117151294e-127
29095650,1.0165542534972623e-258,0.0,4.1951167536444566e-129,0.0
29095680,1.2596414950990236e-260,7.683684413042872e-130,0.0,7.683684413042872e-130
29095710,5.885488034165347e-258,1.0491374776084406e-130,0.0,1.0491374776084406e-130
29095740,1.692229143220326e-257,0.0,8.08783678166944e-129,0.0
29095770,4.586851869793668e-260,2.7752002629867403e-129,0.0,2.7752002629867403e-129
29095800,1.8532303741307436e-258,2.611424826911646e-128,0.0,2.611424826911646e-128
29095830,2.208969252839468e-257,0.0,3.5588723407588917e-128,0.0
29095860,9.424750917650698e-257,3.023250307351969e-127,0.0,3.023250307351969e-127
29095890,2.6527240016226958e-255,1.9001946334729363e-126,0.0,1.9001946334729363e-126
29095920,2.640895803399443e-255,2.184295480884077e-126,0.0,2.184295480884077e-126
29095950,9.375013283773258e-257,4.645759859311243e-127,0.0,4.645759859311243e-127
29095980,2.506413544246637e-257,0.0,8.00985698483791e-128,0.0
29096010,4.472032521327722e-259,3.916117794865542e-128,0.0,3.916117794865542e-128
29096040,3.265505263978767e-258,1.1506835680814333e-127,0.0,1.1506835680814333e-127
29096070,1.5543707757966293e-259,0.0,8.123961877970727e-129,0.0
29096100,2.4411003877955562e-259,0.0,1.090835288165528e-128,0.0
29096130,2.1738932156072006e-260,1.1560446209983375e-128,0.0,1.1560446209983375e-128
29096160,1.2406601672229887e-260,9.259368668047286e-129,0.0,9.259368668047286e-129
29096190,3.2132344570335287e-261,0.0,1.4925253826627025e-129,0.0
29096220,6.003690209707591e-262,0.0,6.786452687806987e-130,0.0
29096250,3.495014085218015e-262,1.8097527455985948e-129,0.0,1.8097527455985948e-129
29096280,2.083519709813381e-263,4.619892819258088e-130,0.0,4.619892819258088e-130
29096310,3.2856316894401975e-263,0.0,1.8150580110840696e-130,0.0
29096340,3.209918275021306e-265,0.0,1.8666248291181621e-131,0.0
29096370,2.7657554367642592e-264,1.89638028405392e-130,0.0,1.89638028405392e-130
29096400,1.938628601539824e-267,0.0,1.561000633111205e-132,0.0
29096430,2.085510168929552e-265,0.0,1.6750917140008783e-131,0.0
29096460,4.574744198806836e-267,8.542743680156994e-132,0.0,8.542743680156994e-132
29096490,1.4080110478017232e-266,1.545980631975587e-131,0.0,1.545980631975587e-131
29096520,1.102027783793765e-267,0.0,1.3367167127054793e-132,0.0
29096550,8.375322787545942e-268,0.0,1.199060175135011e-132,0.0
29096580,1.6218459965715541e-268,1.8077358648688446e-132,0.0,1.8077358648688446e-132
29096610,4.2183316264709806e-269,9.46586798180036e-133,0.0,9.46586798180036e-133
29096640,1.871882659580941e-269,0.0,1.9403981446067645e-133,0.0
29096670,1.6367690514220687e-270,0.0,5.88023121346749e-134,0.0
29096700,1.8423684258669913e-270,2.129373096324053e-133,0.0,2.129373096324053e-133
29096730,3.636669445946083e-272,3.0609623128481093e-134,0.0,3.0609623128481093e-134
29096760,1.60208734029099e-271,0.0,1.9705746989059792e-134,0.0
29096790,1.9345088985867102e-275,0.0,2.2123672243072224e-136,0.0
29096820,1.2485752254119592e-272,1.9129231141327852e-134,0.0,1.9129231141327852e-134
29096850,1.5232006632629443e-274,0.0,6.467903459795195e-136,0.0
29096880,8.7301489939594e-274,0.0,1.5791321495330275e-135,0.0
29096910,4.922038204707196e-275,1.2739271895271535e-135,0.0,1.2739271895271535e-135
29096940,5.4131564533262855e-275,1.3610027753297874e-135,0.0,1.3610027753297874e-135
29096970,8.07908232600625e-276,0.0,1.6061471474698007e-136,0.0
29097000,2.886839206417892e-276,0.0,9.771554234660846e-137,0.0
29097030,9.919693623225428e-277,1.9423930395179746e-136,0.0,1.9423930395179746e-136
29097060,1.233003145948239e-277,6.963783180536943e-137,0.0,6.963783180536943e-137
29097090,1.019821250512049e-277,0.0,1.931295043671093e-137,0.0
29097120,3.4558977035235403e-279,0.0,3.612471287622878e-138,0.0
29097150,9.18960339819262e-279,1.9944870515500633e-137,0.0,1.9944870515500633e-137
29097180,2.2031919398162804e-281,9.916055900698935e-139,0.0,9.916055900698935e-139
29097210,7.400382701178159e-280,0.0,1.7500382849197865e-138,0.0
29097240,3.995846781234787e-282,4.349633311267009e-139,0.0,4.349633311267009e-139
29097270,5.351429638410317e-281,1.6147324473342105e-138,0.0,1.6147324473342105e-138
29097300,2.0840955087420942e-282,0.0,9.694758057563016e-140,0.0
29097330,3.448989968513613e-282,0.0,1.26442850749158e-139,0.0
29097360,3.9263043974970586e-283,1.4413612772992808e-139,0.0,1.4413612772992808e-139
29097390,1.9349978335101441e-283,1.0253285517889373e-139,0.0,1.0253285517889373e-139
29097420,5.1759760300184876e-284,0.0,1.611663847465074e-140,0.0
29097450,8.946674640230876e-285,0.0,6.786403644371118e-141,0.0
29097480,5.5794243063151215e-285,1.8088924313848323e-140,0.0,1.8088924313848323e-140
29097510,2.961205778992667e-286,4.2187743204909336e-141,0.0,4.2187743204909336e-141
29097540,5.217867936812529e-286,0.0,1.7004395460132473e-141,0.0
29097570,4.027351041412147e-288,0.0,1.5117399775198628e-142,0.0
29097600,4.3430047215008735e-287,1.674205270700015e-141,0.0,1.674205270700015e-141
29097630,5.896098409077189e-290,0.0,1.8719853006496153e-143,0.0
29097660,3.2452660431845514e-288,0.0,1.4045949073733717e-142,0.0
29097690,8.194505892462351e-290,7.5230709451673675e-143,0.0,7.5230709451673675e-143
29097720,2.169088652725259e-289,1.2374487634464651e-142,0.0,1.2374487634464651e-142
29097750,1.8523344885191476e-290,0.0,1.0966105139374808e-143,0.0
29097780,1.2738437742479814e-290,0.0,9.191024770663007e-144,0.0
29097810,2.6545270110952626e-291,1.4132653207438887e-143,0.0,1.4132653207438887e-143
29097840,6.299648452345453e-292,6.956137774200607e-144,0.0,6.956137774200607e-144
29097870,3.014816775731708e-292,0.0,1.45840406448571e-144,0.0
29097900,2.366012996822875e-293,0.0,4.126768726670783e-145,0.0
29097930,2.9321301235282854e-293,1.5465566441490948e-144,0.0,1.5465566441490948e-144
29097960,4.811247018330648e-295,2.0004987968644068e-145,0.0,2.0004987968644068e-145
29097990,2.5239415966488754e-294,0.0,1.387869186509151e-145,0.0
29098020,8.055713942966817e-302,8.343767445765342e-149,0.0,8.343767445765342e-149
29098050,1.9479223085731267e-295,1.3096773890813523e-145,0.0,1.3096773890813523e-145
29098080,2.883353393079072e-297,0.0,4.8246320199013725e-147,0.0
29098110,1.3478670320990538e-296,0.0,1.052695374821612e-146,0.0
29098140,8.423541454308707e-298,8.851541473664353e-147,0.0,8.851541473664353e-147
29098170,8.253736949754938e-298,8.840184944850987e-147,0.0,8.840184944850987e-147
29098200,1.3349521111757745e-298,0.0,1.0759860570087692e-147,0.0
29098230,4.3271218965788053e-299,0.0,6.179352744120705e-148,0.0
29098260,1.607432870731166e-299,1.2662293750650113e-147,0.0,1.2662293750650113e-147
29098290,1.796817449379832e-300,4.26949906491801e-148,0.0,4.26949906491801e-148
29098320,1.6301322146967768e-300,0.0,1.2302482741013741e-148,0.0
29098350,4.721190144438226e-302,0.0,2.1110540680973402e-149,0.0
29098380,1.4525597298224657e-301,1.2444276091630636e-148,0.0,1.2444276091630636e-148
29098410,1.9759908976685544e-304,4.6270510262122746e-150,0.0,4.6270510262122746e-150
29098440,1.157680187229172e-302,0.0,1.071016845549595e-149,0.0
29098470,8.407048121462072e-305,3.066422596460722e-150,0.0,3.066422596460722e-150
29098500,8.282273156650527e-304,9.700092273902734e-150,0.0,9.700092273902734e-150
29098530,3.6537146269666755e-305,0.0,6.159459888237628e-151,0.0
29098560,5.272297377493118e-305,0.0,7.455746047167029e-151,0.0
29098590,6.562550990463569e-306,8.834575142902051e-151,0.0,8.834575142902051e-151
29098620,2.9104635579490966e-306,5.927534686607805e-151,0.0,5.927534686607805e-151
29098650,8.446569186842518e-307,0.0,9.650795125177183e-152,0.0
29098680,1.3124977148524181e-307,0.0,3.8321848960010124e-152,0.0
29098710,8.962069548970505e-308,1.06321370856156e-151,0.0,1.06321370856156e-151
29098740,4.130520987936394e-309,2.298932249551976e-152,0.0,2.298932249551976e-152
29098770,8.27797704006302e-309,0.0,9.832906577287224e-153,0.0
29098800,4.620912316523e-311,0.0,7.398207220713388e-154,0.0
29098830,6.81410230094017e-310,9.535799608246849e-153,0.0,9.535799608246849e-153
29098860,1.64901156006e-312,0.0,1.4169889417916112e-154,0.0
29098890,5.0356898409806e-311,0.0,7.883777342473964e-154,0.0
29098920,1.486682315765e-312,4.545829763800065e-154,0.0,4.545829763800065e-154
29098950,3.32450676739e-312,6.843194762144878e-154,0.0,6.843194762144878e-154
29098980,3.1402470498e-313,0.0,6.35127489395334e-155,0.0
29099010,1.92238840197e-313,0.0,5.001885826380419e-155,0.0
29099040,4.3674182577e-314,7.998541088108112e-155,0.0,7.998541088108112e-155
29099070,9.294742565e-315,3.7136093534328497e-155,0.0,3.7136093534328497e-155
29099100,4.869307297e-315,0.0,8.11492861124139e-156,0.0
29099130,3.3497431e-316,0.0,2.1418192481796621e-156,0.0
29099160,4.67062923e-316,8.482884264990354e-156,0.0,8.482884264990354e-156
29099190,6.0398e-318,9.706035752626839e-157,0.0,9.706035752626839e-157
29099220,3.9727937e-317,0.0,7.51361855216899e-157,0.0
29099250,6.966e-321,3.3369746117015986e-158,0.0,3.3369746117015986e-158
29099280,3.031014e-318,7.001633199036882e-157,0.0,7.001633199036882e-157
29099310,5.5153e-320,0.0,2.8503048995522036e-158,0.0
29099340,2.07147e-319,0.0,5.556432687762852e-158,0.0
29099370,1.454e-320,4.935640791182875e-158,0.0,4.935640791182875e-158
29099400,1.2495e-320,4.602178826058731e-158,0.0,4.602178826058731e-158
29099430,2.22e-321,0.0,5.849530385529081e-159,0.0
29099460,6.47e-322,0.0,3.1644754080286883e-159,0.0
29099490,2.6e-322,6.768385901360353e-159,0.0,6.768385901360353e-159
29099520,3e-323,2.1359814297619202e-159,0.0,2.1359814297619202e-159
29099550,3e-323,0.0,6.487638253461817e-160,0.0
29099580,0.0,0.0,1.0067868736262635e-160,0.0
29099610,0.0,6.484205048113076e-160,0.0,6.484205048113076e-160
29099640,0.0,1.4978646611866292e-161,0.0,1.4978646611866292e-161
29099670,0.0,0.0,5.517552442284229e-161,0.0
29099700,0.0,1.8277279459972442e-161,0.0,1.8277279459972442e-161
29099730,0.0,4.940379155389497e-161,0.0,4.940379155389497e-161
29099760,0.0,0.0,3.3510691946774056e-162,0.0
29099790,0.0,0.0,3.7509239310427883e-162,0.0
29099820,0.0,4.663679585439541e-162,0.0,4.663679585439541e-162
29099850,0.0,2.9391911363017046e-162,0.0,2.9391911363017046e-162
29099880,0.0,0.0,5.0042597675903806e-163,0.0
29099910,0.0,0.0,1.862775864545058e-163,0.0
29099940,0.0,5.439543903537676e-163,0.0,5.439543903537676e-163
29099970,0.0,1.0773718214039184e-163,0.0,1.0773718214039184e-163
29100000,0.0,0.0,4.973291269506755e-164,0.0
29100030,0.0,0.0,2.989238130972868e-165,0.0
29100060,0.0,4.771999373209437e-164,0.0,4.771999373209437e-164
29100090,0.0,0.0,9.110490572291143e-166,0.0
29100120,0.0,0.0,3.9038754195386475e-165,0.0
29100150,0.0,2.441870029718026e-165,0.0,2.441870029718026e-165
29100180,0.0,3.350807543739503e-165,0.0,3.350807543739503e-165
29100210,0.0,0.0,3.2825349840277403e-166,0.0
29100240,0.0,0.0,2.4174849547579918e-166,0.0
29100270,0.0,4.0523977129665317e-166,0.0,4.0523977129665317e-166
29100300,0.0,1.763982618252992e-166,0.0,1.763982618252992e-166
29100330,0.0,0.0,4.054648834001627e-167,0.0
29100360,0.0,0.0,9.87981872952239e-168,0.0
29100390,0.0,4.1906918701197996e-167,0.0,4.1906918701197996e-167
29100420,0.0,4.110019771330601e-168,0.0,4.110019771330601e-168
29100450,0.0,0.0,3.674064312909667e-168,0.0
29100480,0.0,3.444938104200458e-169,0.0,3.444938104200458e-169
29100510,0.0,3.3897551541595155e-168,0.0,3.3897551541595155e-168
29100540,0.0,0.0,1.5319944982969607e-169,0.0
29100570,0.0,0.0,2.6621322396025326e-169,0.0
29100600,0.0,2.5148322531356946e-169,0.0,2.5148322531356946e-169
29100630,0.0,2.1787865456328604e-169,0.0,2.1787865456328604e-169
29100660,0.0,0.0,2.9120091472961632e-170,0.0
29100690,0.0,0.0,1.4752240786204155e-170,0.0
29100720,0.0,3.319607579793979e-170,0.0,3.319607579793979e-170
29100750,0.0,9.717828883859578e-171,0.0,9.717828883859578e-171
29100780,0.0,0.0,3.1453250374029484e-171,0.0
29100810,0.0,0.0,4.3223704841358755e-172,0.0
29100840,0.0,3.1120674047967454e-171,0.0,3.1120674047967454e-171
29100870,0.0,2.3305093476014316e-173,0.0,2.3305093476014316e-173
29100900,0.0,0.0,2.622775168748026e-172,0.0
29100930,0.0,1.0026677387829458e-172,0.0,1.0026677387829458e-172
29100960,0.0,2.3252790883462564e-172,0.0,2.3252790883462564e-172
29100990,0.0,0.0,1.6942297024243984e-173,0.0
29101020,0.0,0.0,1.7459511180692534e-173,0.0
29101050,0.0,2.2917983994766495e-173,0.0,2.2917983994766495e-173
29101080,0.0,1.3491756511485076e-173,0.0,1.3491756511485076e-173
29101110,0.0,0.0,2.4188662536388857e-174,0.0
29101140,0.0,0.0,8.374375153607463e-175,0.0
29101170,0.0,2.597606534879478e-174,0.0,2.597606534879478e-174
29101200,0.0,4.63968044714886e-175,0.0,4.63968044714886e-175
29101230,0.0,0.0,2.3508628014001208e-175,0.0
29101260,0.0,0.0,1.0238295562140341e-176,0.0
29101290,0.0,2.2344754461436491e-175,0.0,2.2344754461436491e-175
29101320,0.0,0.0,5.3224490500411705e-177,0.0
29101350,0.0,0.0,1.8106294887950424e-176,0.0
29101380,0.0,1.2335185327869452e-176,0.0,1.2335185327869452e-176
29101410,0.0,1.5379227965277735e-176,0.0,1.5379227965277735e-176
29101440,0.0,0.0,1.5987724052697069e-177,0.0
29101470,0.0,0.0,1.0954531373609451e-177,0.0
29101500,0.0,1.9367613174390286e-177,0.0,1.9367613174390286e-177
29101530,0.0,7.848951754267974e-178,0.0,7.848951754267974e-178
29101560,0.0,0.0,1.9128032381340634e-178,0.0
29101590,0.0,0.0,4.250100876079766e-179,0.0
29101620,0.0,1.9563390722114845e-178,0.0,1.9563390722114845e-178
29101650,0.0,1.5730488056579627e-179,0.0,1.5730488056579627e-179
29101680,0.0,0.0,1.699017065993422e-179,0.0
29101710,0.0,2.517205081029768e-180,0.0,2.517205081029768e-180
29101740,0.0,1.553007707154422e-179,0.0,1.553007707154422e-179
29101770,0.0,0.0,7.801419315062677e-181,0.0
29101800,0.0,0.0,1.207504721571455e-180,0.0
29101830,0.0,1.2186671562265908e-180,0.0,1.2186671562265908e-180
29101860,0.0,9.765811107737691e-181,0.0,9.765811107737691e-181
29101890,0.0,0.0,1.3799683756646016e-181,0.0
29101920,0.0,0.0,6.505809095867775e-182,0.0
29101950,0.0,1.5508227427395135e-181,0.0,1.5508227427395135e-181
29101980,0.0,4.168720888740149e-182,0.0,4.168720888740149e-182
29102010,0.0,0.0,1.4533192943822767e-182,0.0
29102040,0.0,0.0,1.7212225757464226e-183,0.0
29102070,0.0,1.4242153428894606e-182,0.0,1.4242153428894606e-182
29102100,0.0,0.0,4.064175497089906e-185,0.0
29102130,0.0,0.0,1.1892821632093797e-183,0.0
29102160,0.0,5.219602870589264e-184,0.0,5.219602870589264e-184
29102190,0.0,1.0442354040103047e-183,0.0,1.0442354040103047e-183
29102220,0.0,0.0,8.201786362125162e-185,0.0
29102250,0.0,0.0,7.75344237734072e-185,0.0
29102280,0.0,1.0796241567699929e-184,0.0,1.0796241567699929e-184
29102310,0.0,5.904015725508326e-185,0.0,5.904015725508326e-185
29102340,0.0,0.0,1.121362279375037e-185,0.0
29102370,0.0,0.0,3.58001528091463e-186,0.0
29102400,0.0,1.1901698888350022e-185,0.0,1.1901698888350022e-185
29102430,0.0,1.8810360031061824e-186,0.0,1.8810360031061824e-186
29102460,0.0,0.0,1.0665278804751863e-186,0.0
29102490,0.0,0.0,2.7432852637105996e-188,0.0
29102520,0.0,1.0044157013782186e-186,0.0,1.0044157013782186e-186
29102550,0.0,0.0,2.9130390447782486e-188,0.0
29102580,0.0,0.0,8.062423560066121e-188,0.0
29102610,0.0,5.994290029285065e-188,0.0,5.994290029285065e-188
29102640,0.0,6.775620187179887e-188,0.0,6.775620187179887e-188
29102670,0.0,0.0,7.505527680428376e-189,0.0
29102700,0.0,0.0,4.761582164478309e-189,0.0
29102730,0.0,8.926499360622043e-189,0.0,8.926499360622043e-189
29102760,0.0,3.3433952533303173e-189,0.0,3.3433952533303173e-189
29102790,0.0,0.0,8.704680239781742e-190,0.0
29102820,0.0,0.0,1.738596296377869e-190,0.0
29102850,0.0,8.811710944292198e-190,0.0,8.811710944292198e-190
29102880,0.0,5.426131675594035e-191,0.0,5.426131675594035e-191
29102910,0.0,0.0,7.581717843442597e-191,0.0
29102940,0.0,1.5705504007755185e-191,0.0,1.5705504007755185e-191
29102970,0.0,6.866072937656657e-191,0.0,6.866072937656657e-191
29103000,0.0,0.0,3.8309930387365786e-192,0.0
29103030,0.0,0.0,5.2844063909443285e-192,0.0
29103060,0.0,5.716906236291754e-192,0.0,5.716906236291754e-192
29103090,0.0,4.220708728633278e-192,0.0,4.220708728633278e-192
29103120,0.0,0.0,6.335252961965182e-193,0.0
29103150,0.0,0.0,2.762063128943099e-193,0.0
29103180,0.0,7.02073509640745e-193,0.0,7.02073509640745e-193
29103210,0.0,1.7134291162556148e-193,0.0,1.7134291162556148e-193
29103240,0.0,0.0,6.508456902565625e-194,0.0
29103270,0.0,0.0,6.404542287833292e-195,0.0
29103300,0.0,6.317834286089643e-194,0.0,6.317834286089643e-194
29103330,0.0,0.0,5.26285126917055e-196,0.0
29103360,0.0,0.0,5.227270311188179e-195,0.0
29103390,0.0,2.6174040471084424e-195,0.0,2.6174040471084424e-195
29103420,0.0,4.54476183172297e-195,0.0,4.54476183172297e-195
29103450,0.0,0.0,3.856938471035747e-196,0.0
29103480,0.0,0.0,3.3351865708181333e-196,0.0
29103510,0.0,4.946457092394506e-196,0.0,4.946457092394506e-196
29103540,0.0,2.4993655729486825e-196,0.0,2.4993655729486825e-196
29103570,0.0,0.0,5.057883896835172e-197,0.0
29103600,0.0,0.0,1.475377243831179e-197,0.0
29103630,0.0,5.306558366557004e-197,0.0,5.306558366557004e-197
29103660,0.0,7.247321176938359e-198,0.0,7.247321176938359e-198
29103690,0.0,0.0,4.7089724872260344e-198,0.0
29103720,0.0,0.0,3.183414186719553e-200,0.0
29103750,0.0,4.393986563878905e-198,0.0,4.393986563878905e-198
29103780,0.0,0.0,1.5208035825889934e-199,0.0
29103810,0.0,0.0,3.493324711862101e-199,0.0
29103840,0.0,2.836711915464018e-199,0.0,2.836711915464018e-199
29103870,0.0,2.9033835011537796e-199,0.0,2.9033835011537796e-199
29103900,0.0,0.0,3.438605039186316e-200,0.0
29103930,0.0,0.0,2.010878767846112e-200,0.0
29103960,0.0,4.017183527058155e-200,0.0,4.017183527058155e-200
29103990,0.0,1.379989891727797e-200,0.0,1.379989891727797e-200
29104020,0.0,0.0,3.86860498222658e-201,0.0
29104050,0.0,0.0,6.828607366951925e-202,0.0
29104080,0.0,3.8763441744032684e-201,0.0,3.8763441744032684e-201
29104110,0.0,1.6180283580218317e-202,0.0,1.6180283580218317e-202
29104140,0.0,0.0,3.3041794393486873e-202,0.0
29104170,0.0,8.934631410711934e-203,0.0,8.934631410711934e-203
29104200,0.0,2.964047751871897e-202,0.0,2.964047751871897e-202
29104230,0.0,0.0,1.8337252313586123e-203,0.0
29104260,0.0,0.0,2.2571034598821477e-203,0.0
29104290,0.0,2.624154685803443e-203,0.0,2.624154685803443e-203
29104320,0.0,1.778680234767604e-203,0.0,1.778680234767604e-203
29104350,0.0,0.0,2.8479996545991352e-204,0.0
29104380,0.0,0.0,1.1409314893621164e-204,0.0
29104410,0.0,3.1129254045486817e-204,0.0,3.1129254045486817e-204
29104440,0.0,6.808623019115656e-205,0.0,6.808623019115656e-205
29104470,0.0,0.0,2.854724312349486e-205,0.0
29104500,0.0,0.0,2.212181683452832e-206,0.0
29104530,0.0,2.7446123375414182e-205,0.0,2.7446123375414182e-205
29104560,0.0,0.0,3.8836492310788145e-207,0.0
29104590,0.0,0.0,2.2494452123115847e-206,0.0
29104620,0.0,1.2767545086595559e-206,0.0,1.2767545086595559e-206
29104650,0.0,1.9356572543409997e-206,0.0,1.9356572543409997e-206
29104680,0.0,0.0,1.7775346081024576e-207,0.0
29104710,0.0,0.0,1.4026979544187727e-207,0.0
29104740,0.0,2.2236605558424575e-207,0.0,2.2236605558424575e-207
29104770,0.0,1.0326080465856904e-207,0.0,1.0326080465856904e-207
29104800,0.0,0.0,2.238957264052662e-208,0.0
29104830,0.0,0.0,5.906112543406324e-209,0.0
29104860,0.0,2.3219588748971706e-208,0.0,2.3219588748971706e-208
29104890,0.0,2.655274521592518e-209,0.0,2.655274521592518e-209
29104920,0.0,0.0,2.040046634572729e-209,0.0
29104950,0.0,8.987918289479007e-211,0.0,8.987918289479007e-211
29104980,0.0,1.8855054356189032e-209,0.0,1.8855054356189032e-209
29105010,0.0,0.0,7.659577009144427e-211,0.0
29105040,0.0,0.0,1.4839392239393339e-210,0.0
29105070,0.0,1.316067438795985e-210,0.0,1.316067438795985e-210
29105100,0.0,1.2186924496694358e-210,0.0,1.2186924496694358e-210
29105130,0.0,0.0,1.5474789901493204e-211,0.0
29105160,0.0,0.0,8.305483083897692e-212,0.0
29105190,0.0,1.7764777827134148e-211,0.0,1.7764777827134148e-211
29105220,0.0,5.550456852820907e-212,0.0,5.550456852820907e-212
29105250,0.0,0.0,1.6894149120172808e-212,0.0
29105280,0.0,0.0,2.579922712836347e-213,0.0
29105310,0.0,1.6752288077613656e-212,0.0,1.6752288077613656e-212
29105340,0.0,3.5206304115944964e-214,0.0,3.5206304115944964e-214
29105370,0.0,0.0,1.414169198349697e-213,0.0
29105400,0.0,4.774975986915482e-214,0.0,4.774975986915482e-214
29105430,0.0,1.2559779954416371e-213,0.0,1.2559779954416371e-213
29105460,0.0,0.0,8.595275953568576e-215,0.0
29105490,0.0,0.0,9.455407111125445e-215,0.0
29105520,0.0,1.1836757864677625e-214,0.0,1.1836757864677625e-214
29105550,0.0,7.341452126453229e-215,0.0,7.341452126453229e-215
29105580,0.0,0.0,1.2589402554600959e-215,0.0
29105610,0.0,0.0,4.6025602516389735e-216,0.0
29105640,0.0,1.357231583170545e-215,0.0,1.357231583170545e-215
29105670,0.0,2.619415292577384e-216,0.0,2.619415292577384e-216
29105700,0.0,0.0,1.2310167216424128e-216,0.0
29105730,0.0,0.0,6.872485701701018e-218,0.0
29105760,0.0,1.1718211029497474e-216,0.0,1.1718211029497474e-216
29105790,0.0,0.0,2.377400796725941e-218,0.0
29105820,0.0,0.0,9.508888894534464e-218,0.0
29105850,0.0,6.079716099905064e-218,0.0,6.079716099905064e-218
29105880,0.0,8.092440187835445e-218,0.0,8.092440187835445e-218
29105910,0.0,0.0,8.048592712603337e-219,0.0
29105940,0.0,0.0,5.783816607647574e-219,0.0
29105970,0.0,9.832130535776405e-219,0.0,9.832130535776405e-219
29106000,0.0,4.1727593605617115e-219,0.0,4.1727593605617115e-219
29106030,0.0,0.0,9.749716617182827e-220,0.0
29106060,0.0,0.0,2.298267084440797e-220,0.0
29106090,0.0,9.993073471248035e-220,0.0,9.993073471248035e-220
29106120,0.0,9.146870985502231e-221,0.0,9.146870985502231e-221
29106150,0.0,0.0,8.690040026001727e-221,0.0
29106180,0.0,9.883743768493752e-222,0.0,9.883743768493752e-222
29106210,0.0,7.951783701244053e-221,0.0,7.951783701244053e-221
29106240,0.0,0.0,3.7395665330825845e-222,0.0
29106270,0.0,0.0,6.191099970423911e-222,0.0
29106300,0.0,5.993856394933257e-222,0.0,5.993856394933257e-222
29106330,0.0,5.0187333036768846e-222,0.0,5.0187333036768846e-222
29106360,0.0,0.0,6.849353141572254e-223,0.0
29106390,0.0,0.0,3.3589579634902007e-223,0.0
29106420,0.0,7.729141588227649e-223,0.0,7.729141588227649e-223
29106450,0.0,2.1759040197258334e-223,0.0,2.1759040197258334e-223
29106480,0.0,0.0,7.258010001643725e-224,0.0
29106510,0.0,0.0,9.324541196301683e-225,0.0
29106540,0.0,7.120457714073078e-224,0.0,7.120457714073078e-224
29106570,0.0,0.0,1.069138289158832e-227,0.0
29106600,0.0,0.0,5.950296247627339e-225,0.0
29106630,0.0,2.4321392795419684e-225,0.0,2.4321392795419684e-225
29106660,0.0,5.228926402767252e-225,0.0,5.228926402767252e-225
29106690,0.0,0.0,3.948487701368362e-226,0.0
29106720,0.0,0.0,3.8880646114197875e-226,0.0
